Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,50
US National,Season onset,Bin,week,40,41,0.000279917701320153
US National,Season onset,Bin,week,41,42,0.000279917732447001
US National,Season onset,Bin,week,42,43,0.000279917713692515
US National,Season onset,Bin,week,43,44,0.000279917752321157
US National,Season onset,Bin,week,44,45,0.000279919179901408
US National,Season onset,Bin,week,45,46,0.000279961363498246
US National,Season onset,Bin,week,46,47,0.000280620289755425
US National,Season onset,Bin,week,47,48,0.000396643375710404
US National,Season onset,Bin,week,48,49,0.000464383458224107
US National,Season onset,Bin,week,49,50,0.244927984295416
US National,Season onset,Bin,week,50,51,0.319945926913897
US National,Season onset,Bin,week,51,52,0.387965927123938
US National,Season onset,Bin,week,52,53,0.000279917696337618
US National,Season onset,Bin,week,1,2,0.000279917696337618
US National,Season onset,Bin,week,2,3,0.000279917696337618
US National,Season onset,Bin,week,3,4,0.000279917696337618
US National,Season onset,Bin,week,4,5,0.000279917696337618
US National,Season onset,Bin,week,5,6,0.010216995916323
US National,Season onset,Bin,week,6,7,0.00825757204195972
US National,Season onset,Bin,week,7,8,0.00545839507858355
US National,Season onset,Bin,week,8,9,0.00585027985345621
US National,Season onset,Bin,week,9,10,0.00517847738224593
US National,Season onset,Bin,week,10,11,0.00310708642934756
US National,Season onset,Bin,week,11,12,0.00184745679582828
US National,Season onset,Bin,week,12,13,0.00047586008377395
US National,Season onset,Bin,week,13,14,0.00030790946597138
US National,Season onset,Bin,week,14,15,0.000279917696337618
US National,Season onset,Bin,week,15,16,0.000279917696337618
US National,Season onset,Bin,week,16,17,0.000279917696337618
US National,Season onset,Bin,week,17,18,0.000279917696337618
US National,Season onset,Bin,week,18,19,0.000279917696337618
US National,Season onset,Bin,week,19,20,0.000279917696337618
US National,Season onset,Bin,week,20,21,0.000279917696337618
US National,Season onset,Bin,week,none,none,0.000279917696337618
US National,Season peak week,Point,week,NA,NA,7
US National,Season peak week,Bin,week,40,41,0.000173702886428295
US National,Season peak week,Bin,week,41,42,0.000173702886844473
US National,Season peak week,Bin,week,42,43,0.000173702886852296
US National,Season peak week,Bin,week,43,44,0.00017370288775975
US National,Season peak week,Bin,week,44,45,0.000173702889461227
US National,Season peak week,Bin,week,45,46,0.000173702892834845
US National,Season peak week,Bin,week,46,47,0.000173702904263587
US National,Season peak week,Bin,week,47,48,0.000173703035205195
US National,Season peak week,Bin,week,48,49,0.000173703147888318
US National,Season peak week,Bin,week,49,50,0.000173704108559684
US National,Season peak week,Bin,week,50,51,0.000173714166483308
US National,Season peak week,Bin,week,51,52,0.000177112559719634
US National,Season peak week,Bin,week,52,53,0.00120535906815697
US National,Season peak week,Bin,week,1,2,0.000247242184829825
US National,Season peak week,Bin,week,2,3,0.000340190849385949
US National,Season peak week,Bin,week,3,4,0.00705511642729185
US National,Season peak week,Bin,week,4,5,0.121244614591533
US National,Season peak week,Bin,week,5,6,0.134446033945339
