"Location","Target","Type","Unit","Bin_start_incl","Bin_end_notincl","Value"
"US National","Season onset","Point","week",NA,NA,47.4738722276672
"US National","Season onset","Bin","week","40","41",0.0028276299323457
"US National","Season onset","Bin","week","41","42",0.00196675137446722
"US National","Season onset","Bin","week","42","43",0.000658155870257533
"US National","Season onset","Bin","week","43","44",0.000722759322244924
"US National","Season onset","Bin","week","44","45",0.00207191978467925
"US National","Season onset","Bin","week","45","46",0.00413171821897488
"US National","Season onset","Bin","week","46","47",0.00703887355840743
"US National","Season onset","Bin","week","47","48",0.852595591642964
"US National","Season onset","Bin","week","48","49",0.0128817299486158
"US National","Season onset","Bin","week","49","50",0.016807516461245
"US National","Season onset","Bin","week","50","51",0.023006443040314
"US National","Season onset","Bin","week","51","52",0.0221681005703381
"US National","Season onset","Bin","week","52","53",0.0135247596567694
"US National","Season onset","Bin","week","1","2",0.00605780253171521
"US National","Season onset","Bin","week","2","3",0.00490996445454391
"US National","Season onset","Bin","week","3","4",0.00602324719693126
"US National","Season onset","Bin","week","4","5",0.00557102303301952
"US National","Season onset","Bin","week","5","6",0.00399950650327976
"US National","Season onset","Bin","week","6","7",0.00210797752532338
"US National","Season onset","Bin","week","7","8",0.000608576476871862
"US National","Season onset","Bin","week","8","9",8.42368316718817e-05
"US National","Season onset","Bin","week","9","10",6.11172694294473e-06
"US National","Season onset","Bin","week","10","11",1.60450936242914e-06
"US National","Season onset","Bin","week","11","12",1.60450936242914e-06
"US National","Season onset","Bin","week","12","13",1.60450936242914e-06
"US National","Season onset","Bin","week","13","14",1.60450936242914e-06
"US National","Season onset","Bin","week","14","15",1.60450936242914e-06
"US National","Season onset","Bin","week","15","16",1.60450936242914e-06
"US National","Season onset","Bin","week","16","17",1.60450936242914e-06
"US National","Season onset","Bin","week","17","18",1.60450936242914e-06
"US National","Season onset","Bin","week","18","19",1.60450936242914e-06
"US National","Season onset","Bin","week","19","20",1.60450936242914e-06
"US National","Season onset","Bin","week","20","21",1.60450936242914e-06
"US National","Season onset","Bin","week","none","none",0.0102119547350904
"US National","Season peak week","Point","week",NA,NA,1.2852354727699
"US National","Season peak week","Bin","week","40","41",0.000436348457916425
"US National","Season peak week","Bin","week","41","42",0.000545256447412807
"US National","Season peak week","Bin","week","42","43",0.000636968438567655
"US National","Season peak week","Bin","week","43","44",0.000538807948034732
"US National","Season peak week","Bin","week","44","45",0.000426317458883864
"US National","Season peak week","Bin","week","45","46",0.000345352966692474
"US National","Season peak week","Bin","week","46","47",0.000311677469940304
"US National","Season peak week","Bin","week","47","48",0.000481487953562951
"US National","Season peak week","Bin","week","48","49",0.00089777441341425
"US National","Season peak week","Bin","week","49","50",0.00168019233795405
"US National","Season peak week","Bin","week","50","51",0.0025543222536487
"US National","Season peak week","Bin","week","51","52",0.272716980443111
"US National","Season peak week","Bin","week","52","53",0.237148830423984
"US National","Season peak week","Bin","week","1","2",0.1233686919825
"US National","Season peak week","Bin","week","2","3",0.0797153813836063
"US National","Season peak week","Bin","week","3","4",0.0536621710484171
"US National","Season peak week","Bin","week","4","5",0.0314563417602421
"US National","Season peak week","Bin","week","5","6",0.0387300378690414
"US National","Season peak week","Bin","week","6","7",0.0505928928301021
"US National","Season peak week","Bin","week","7","8",0.0447261455129192
"US National","Season peak week","Bin","week","8","9",0.022157142536354
"US National","Season peak week","Bin","week","9","10",0.0112985153073111
"US National","Season peak week","Bin","week","10","11",0.0128999160864266
"US National","Season peak week","Bin","week","11","12",0.0051798484140623
"US National","Season peak week","Bin","week","12","13",0.00323892411774772
"US National","Season peak week","Bin","week","13","14",0.00173937363655851
"US National","Season peak week","Bin","week","14","15",0.000671462265740398
