"Location","Target","Type","Unit","Bin_start_incl","Bin_end_notincl","Value"
"US National","Season onset","Point","week",NA,NA,47.4600863808264
"US National","Season onset","Bin","week","40","41",0.0027793946890516
"US National","Season onset","Bin","week","41","42",0.00184420915599477
"US National","Season onset","Bin","week","42","43",0.000691640402305398
"US National","Season onset","Bin","week","43","44",0.000685804611147478
"US National","Season onset","Bin","week","44","45",0.00213599871389082
"US National","Season onset","Bin","week","45","46",0.00404722031810991
"US National","Season onset","Bin","week","46","47",0.00659746105412135
"US National","Season onset","Bin","week","47","48",0.856439183457697
"US National","Season onset","Bin","week","48","49",0.0123340437623576
"US National","Season onset","Bin","week","49","50",0.0165591565606924
"US National","Season onset","Bin","week","50","51",0.0226035772525089
"US National","Season onset","Bin","week","51","52",0.0217661412213472
"US National","Season onset","Bin","week","52","53",0.0130022418499395
"US National","Season onset","Bin","week","1","2",0.00569145447685412
"US National","Season onset","Bin","week","2","3",0.00475918683937626
"US National","Season onset","Bin","week","3","4",0.00606786300654003
"US National","Season onset","Bin","week","4","5",0.00547844809959002
"US National","Season onset","Bin","week","5","6",0.00383567288863528
"US National","Season onset","Bin","week","6","7",0.00198135024820591
"US National","Season onset","Bin","week","7","8",0.000658084603147354
"US National","Season onset","Bin","week","8","9",0.000102225495355389
"US National","Season onset","Bin","week","9","10",5.93494124969397e-06
"US National","Season onset","Bin","week","10","11",1.55809788125329e-06
"US National","Season onset","Bin","week","11","12",1.55809788125329e-06
"US National","Season onset","Bin","week","12","13",1.55809788125329e-06
"US National","Season onset","Bin","week","13","14",1.55809788125329e-06
"US National","Season onset","Bin","week","14","15",1.55809788125329e-06
"US National","Season onset","Bin","week","15","16",1.55809788125329e-06
"US National","Season onset","Bin","week","16","17",1.55809788125329e-06
"US National","Season onset","Bin","week","17","18",1.55809788125329e-06
"US National","Season onset","Bin","week","18","19",1.55809788125329e-06
"US National","Season onset","Bin","week","19","20",1.55809788125329e-06
"US National","Season onset","Bin","week","20","21",1.55809788125329e-06
"US National","Season onset","Bin","week","none","none",0.00991656727518885
"US National","Season peak week","Point","week",NA,NA,4.99999999999999
"US National","Season peak week","Bin","week","40","41",0.000243189882846819
"US National","Season peak week","Bin","week","41","42",0.000340015484350646
"US National","Season peak week","Bin","week","42","43",0.000373791856968259
"US National","Season peak week","Bin","week","43","44",0.000367486934079638
"US National","Season peak week","Bin","week","44","45",0.000267959222766403
"US National","Season peak week","Bin","week","45","46",0.00020490999388019
"US National","Season peak week","Bin","week","46","47",0.000190949093198244
"US National","Season peak week","Bin","week","47","48",0.00029362926595579
"US National","Season peak week","Bin","week","48","49",0.000585006773737074
"US National","Season peak week","Bin","week","49","50",0.00104571649624133
"US National","Season peak week","Bin","week","50","51",0.00164288276412073
"US National","Season peak week","Bin","week","51","52",0.00220717336265234
"US National","Season peak week","Bin","week","52","53",0.00251926704563909
"US National","Season peak week","Bin","week","1","2",0.00268049293093383
"US National","Season peak week","Bin","week","2","3",0.00263185495436447
"US National","Season peak week","Bin","week","3","4",0.00283901670641917
"US National","Season peak week","Bin","week","4","5",0.00318758887183294
"US National","Season peak week","Bin","week","5","6",0.861871799451385
"US National","Season peak week","Bin","week","6","7",0.00402118974803565
"US National","Season peak week","Bin","week","7","8",0.00387482546669266
"US National","Season peak week","Bin","week","8","9",0.0800368906166386
"US National","Season peak week","Bin","week","9","10",0.0123725671981363
"US National","Season peak week","Bin","week","10","11",0.010552173428566
"US National","Season peak week","Bin","week","11","12",0.00262244138369059
"US National","Season peak week","Bin","week","12","13",0.00158005717246549
"US National","Season peak week","Bin","week","13","14",0.000787520079462953
"US National","Season peak week","Bin","week","14","15",0.000325641178864521
"US National","Season peak week","Bin","week","15","16",0.000197667372395054
"US National","Season peak week","Bin","week","16","17",7.7904134147676e-05
"US National","Season peak week","Bin","week","17","18",3.48249602022885e-05
"US National","Season peak week","Bin","week","18","19",1.95130046156369e-05
"US National","Season peak week","Bin","week","19","20",3.15246144431062e-06
"US National","Season peak week","Bin","week","20","21",9.00703269803034e-07
"US National","Season peak percentage","Point","percent",NA,NA,7.34905098733978
"US National","Season peak percentage","Bin","percent","0","0.1",5.79813569839761e-07
"US National","Season peak percentage","Bin","percent","0.1","0.2",5.79813569839761e-07
"US National","Season peak percentage","Bin","percent","0.2","0.3",5.79813569839761e-07
"US National","Season peak percentage","Bin","percent","0.3","0.4",5.79813569839761e-07
"US National","Season peak percentage","Bin","percent","0.4","0.5",5.79813569839761e-07
"US National","Season peak percentage","Bin","percent","0.5","0.6",5.79813569839761e-07
"US National","Season peak percentage","Bin","percent","0.6","0.7",5.79813569839761e-07
"US National","Season peak percentage","Bin","percent","0.7","0.8",5.79813569839761e-07
"US National","Season peak percentage","Bin","percent","0.8","0.9",5.79813569839761e-07
"US National","Season peak percentage","Bin","percent","0.9","1",5.79813569839761e-07
"US National","Season peak percentage","Bin","percent","1","1.1",5.79813569839761e-07
