Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,50
US National,Season onset,Bin,week,40,41,0.0169784441806034
US National,Season onset,Bin,week,41,42,0.011842303673367
US National,Season onset,Bin,week,42,43,0.00443294542311302
US National,Season onset,Bin,week,43,44,0.00469926381978454
US National,Season onset,Bin,week,44,45,0.0132024297706537
US National,Season onset,Bin,week,45,46,0.0259952241821962
US National,Season onset,Bin,week,46,47,0.0444948413795569
US National,Season onset,Bin,week,47,48,0.0673126211515201
US National,Season onset,Bin,week,48,49,0.080248086132708
US National,Season onset,Bin,week,49,50,0.105691004386148
US National,Season onset,Bin,week,50,51,0.146561366903916
US National,Season onset,Bin,week,51,52,0.140749919033691
US National,Season onset,Bin,week,52,53,0.0852225333276796
US National,Season onset,Bin,week,1,2,0.0381888022012278
US National,Season onset,Bin,week,2,3,0.0311979442886005
US National,Season onset,Bin,week,3,4,0.0387309503658805
US National,Season onset,Bin,week,4,5,0.0363340847958369
US National,Season onset,Bin,week,5,6,0.0256147693298083
US National,Season onset,Bin,week,6,7,0.0130122023444597
US National,Season onset,Bin,week,7,8,0.00408102468465423
US National,Season onset,Bin,week,8,9,0.000580840042685726
US National,Season onset,Bin,week,9,10,6.72259919620862e-05
US National,Season onset,Bin,week,10,11,1.0157764103904e-05
US National,Season onset,Bin,week,11,12,1.0157764103904e-05
US National,Season onset,Bin,week,12,13,1.0157764103904e-05
US National,Season onset,Bin,week,13,14,1.0157764103904e-05
US National,Season onset,Bin,week,14,15,1.0157764103904e-05
US National,Season onset,Bin,week,15,16,1.0157764103904e-05
US National,Season onset,Bin,week,16,17,1.0157764103904e-05
US National,Season onset,Bin,week,17,18,1.0157764103904e-05
US National,Season onset,Bin,week,18,19,1.0157764103904e-05
US National,Season onset,Bin,week,19,20,1.0157764103904e-05
US National,Season onset,Bin,week,20,21,1.0157764103904e-05
US National,Season onset,Bin,week,none,none,0.0646494371848049
US National,Season peak week,Point,week,NA,NA,5
US National,Season peak week,Bin,week,40,41,0.00609663929057288
US National,Season peak week,Bin,week,41,42,0.00778959036630221
US National,Season peak week,Bin,week,42,43,0.00835390739154532
US National,Season peak week,Bin,week,43,44,0.00785005290472112
US National,Season peak week,Bin,week,44,45,0.0063384894442485
US National,Season peak week,Bin,week,45,46,0.00445407366352597
US National,Season peak week,Bin,week,46,47,0.00447422784299894
US National,Season peak week,Bin,week,47,48,0.00677180430291732
US National,Season peak week,Bin,week,48,49,0.0130296770292739
US National,Season peak week,Bin,week,49,50,0.0226734519070892
US National,Season peak week,Bin,week,50,51,0.037073613140525
US National,Season peak week,Bin,week,51,52,0.0494482793369275
US National,Season peak week,Bin,week,52,53,0.0573386406005946
US National,Season peak week,Bin,week,1,2,0.0610973950723031
US National,Season peak week,Bin,week,2,3,0.0590215145865874
US National,Season peak week,Bin,week,3,4,0.0633143548143296
US National,Season peak week,Bin,week,4,5,0.0701970071043483
US National,Season peak week,Bin,week,5,6,0.080848490955812
US National,Season peak week,Bin,week,6,7,0.0886280042323777
US National,Season peak week,Bin,week,7,8,0.0866226633748173
US National,Season peak week,Bin,week,8,9,0.0793268504056029
US National,Season peak week,Bin,week,9,10,0.061198165969668
US National,Season peak week,Bin,week,10,11,0.0438857258023883
US National,Season peak week,Bin,week,11,12,0.031077744747317
US National,Season peak week,Bin,week,12,13,0.0198417896911372
US National,Season peak week,Bin,week,13,14,0.0116491157353756
US National,Season peak week,Bin,week,14,15,0.00645941452108631
US National,Season peak week,Bin,week,15,16,0.00325489998488437
US National,Season peak week,Bin,week,16,17,0.00120925076837809
US National,Season peak week,Bin,week,17,18,0.000463546127878269
US National,Season peak week,Bin,week,18,19,0.000181387615256714
US National,Season peak week,Bin,week,19,20,2.01541794729682e-05
US National,Season peak week,Bin,week,20,21,1.00770897364841e-05
US National,Season peak percentage,Point,percent,NA,NA,4.9
US National,Season peak percentage,Bin,percent,0,0.1,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,0.1,0.2,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,0.2,0.3,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,0.3,0.4,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,0.4,0.5,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,0.5,0.6,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,0.6,0.7,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,0.7,0.8,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,0.8,0.9,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,0.9,1,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,1,1.1,9.9869171385485e-06
