Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,50
US National,Season onset,Bin,week,40,41,0.0170164896658422
US National,Season onset,Bin,week,41,42,0.0116330535045537
US National,Season onset,Bin,week,42,43,0.00440441130918393
US National,Season onset,Bin,week,43,44,0.00475633204764272
US National,Season onset,Bin,week,44,45,0.0130312250870791
US National,Season onset,Bin,week,45,46,0.0261759402370804
US National,Season onset,Bin,week,46,47,0.0443807049238405
US National,Season onset,Bin,week,47,48,0.0665992683032928
US National,Season onset,Bin,week,48,49,0.0798295857950813
US National,Season onset,Bin,week,49,50,0.108182983669288
US National,Season onset,Bin,week,50,51,0.147407878950479
US National,Season onset,Bin,week,51,52,0.140369464181303
US National,Season onset,Bin,week,52,53,0.0857076132644741
US National,Season onset,Bin,week,1,2,0.037960529289795
US National,Season onset,Bin,week,2,3,0.031683024225395
US National,Season onset,Bin,week,3,4,0.0394823486993466
US National,Season onset,Bin,week,4,5,0.0353163680656993
US National,Season onset,Bin,week,5,6,0.0247682572832453
US National,Season onset,Bin,week,6,7,0.0124129859519488
US National,Season onset,Bin,week,7,8,0.00358643337654999
US National,Season onset,Bin,week,8,9,0.000514260443517847
US National,Season onset,Bin,week,9,10,1.96691354136011e-05
US National,Season onset,Bin,week,10,11,1.0157764103904e-05
US National,Season onset,Bin,week,11,12,1.0157764103904e-05
US National,Season onset,Bin,week,12,13,1.0157764103904e-05
US National,Season onset,Bin,week,13,14,1.0157764103904e-05
US National,Season onset,Bin,week,14,15,1.0157764103904e-05
US National,Season onset,Bin,week,15,16,1.0157764103904e-05
US National,Season onset,Bin,week,16,17,1.0157764103904e-05
US National,Season onset,Bin,week,17,18,1.0157764103904e-05
US National,Season onset,Bin,week,18,19,1.0157764103904e-05
US National,Season onset,Bin,week,19,20,1.0157764103904e-05
US National,Season onset,Bin,week,20,21,1.0157764103904e-05
US National,Season onset,Bin,week,none,none,0.0646494371848049
US National,Season peak week,Point,week,NA,NA,5
US National,Season peak week,Bin,week,40,41,0.00579873555349736
US National,Season peak week,Bin,week,41,42,0.00791285789070994
US National,Season peak week,Bin,week,42,43,0.00880884307171908
US National,Season peak week,Bin,week,43,44,0.0074799661740426
US National,Season peak week,Bin,week,44,45,0.00602021503644344
US National,Season peak week,Bin,week,45,46,0.00494301936938751
US National,Season peak week,Bin,week,46,47,0.00418797567752587
US National,Season peak week,Bin,week,47,48,0.00656384649458382
US National,Season peak week,Bin,week,48,49,0.013218298232191
US National,Season peak week,Bin,week,49,50,0.022993597229493
US National,Season peak week,Bin,week,50,51,0.0365944509322273
US National,Season peak week,Bin,week,51,52,0.0488865622357347
US National,Season peak week,Bin,week,52,53,0.0567893528772198
US National,Season peak week,Bin,week,1,2,0.0594269721741231
US National,Season peak week,Bin,week,2,3,0.0596887206539685
US National,Season peak week,Bin,week,3,4,0.0634840736117263
US National,Season peak week,Bin,week,4,5,0.0728566826400354
US National,Season peak week,Bin,week,5,6,0.0796118068698909
US National,Season peak week,Bin,week,6,7,0.0888334071598277
US National,Season peak week,Bin,week,7,8,0.0889139451536262
US National,Season peak week,Bin,week,8,9,0.0760278661458543
US National,Season peak week,Bin,week,9,10,0.0615108927636613
US National,Season peak week,Bin,week,10,11,0.0450811420287521
US National,Season peak week,Bin,week,11,12,0.0302319494221399
US National,Season peak week,Bin,week,12,13,0.0196210687391777
US National,Season peak week,Bin,week,13,14,0.0123827165465308
US National,Season peak week,Bin,week,14,15,0.00668465348528168
US National,Season peak week,Bin,week,15,16,0.00347320098256352
US National,Season peak week,Bin,week,16,17,0.00128860790077719
US National,Season peak week,Bin,week,17,18,0.000513429710465912
US National,Season peak week,Bin,week,18,19,0.000120806990697862
US National,Season peak week,Bin,week,19,20,2.01344984496436e-05
US National,Season peak week,Bin,week,20,21,3.02017476744654e-05
US National,Season peak percentage,Point,percent,NA,NA,4.9
US National,Season peak percentage,Bin,percent,0,0.1,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,0.1,0.2,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,0.2,0.3,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,0.3,0.4,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,0.4,0.5,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,0.5,0.6,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,0.6,0.7,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,0.7,0.8,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,0.8,0.9,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,0.9,1,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,1,1.1,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,1.1,1.2,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,1.2,1.3,9.9869171385485e-06
US National,Season peak percentage,Bin,percent,1.3,1.4,1.9973834277097e-05
US National,Season peak percentage,Bin,percent,1.4,1.5,0.000109856088524034
US National,Season peak percentage,Bin,percent,1.5,1.6,0.000239686011325164
US National,Season peak percentage,Bin,percent,1.6,1.7,0.000319581348433552
US National,Season peak percentage,Bin,percent,1.7,1.8,0.000808940288222429
US National,Season peak percentage,Bin,percent,1.8,1.9,0.00169777591355325
US National,Season peak percentage,Bin,percent,1.9,2,0.00295612747301036
US National,Season peak percentage,Bin,percent,2,2.1,0.00342551257852214
US National,Season peak percentage,Bin,percent,2.1,2.2,0.00489358939788877
US National,Season peak percentage,Bin,percent,2.2,2.3,0.00562263434900281
US National,Season peak percentage,Bin,percent,2.3,2.4,0.00678111673707443
US National,Season peak percentage,Bin,percent,2.4,2.5,0.00778979536806783
US National,Season peak percentage,Bin,percent,2.5,2.6,0.00968730962439205
US National,Season peak percentage,Bin,percent,2.6,2.7,0.0104762760783374
US National,Season peak percentage,Bin,percent,2.7,2.8,0.0113950724550838
US National,Season peak percentage,Bin,percent,2.8,2.9,0.0140715662482148
US National,Season peak percentage,Bin,percent,2.9,3,0.0162686880186955
US National,Season peak percentage,Bin,percent,3,3.1,0.0177667255894778
