"Location","Target","Type","Unit","Bin_start_incl","Bin_end_notincl","Value"
"US National","Season onset","Point","week",NA,NA,47
"US National","Season onset","Bin","week","40","41",0
"US National","Season onset","Bin","week","41","42",0
"US National","Season onset","Bin","week","42","43",0
"US National","Season onset","Bin","week","43","44",0
"US National","Season onset","Bin","week","44","45",0
"US National","Season onset","Bin","week","45","46",0
"US National","Season onset","Bin","week","46","47",0
"US National","Season onset","Bin","week","47","48",0.5044
"US National","Season onset","Bin","week","48","49",0
"US National","Season onset","Bin","week","49","50",0.2808
"US National","Season onset","Bin","week","50","51",0.1611
"US National","Season onset","Bin","week","51","52",0.0316
"US National","Season onset","Bin","week","52","53",0.0015
"US National","Season onset","Bin","week","1","2",5e-04
"US National","Season onset","Bin","week","2","3",0.0046
"US National","Season onset","Bin","week","3","4",0.0029
"US National","Season onset","Bin","week","4","5",0.0028
"US National","Season onset","Bin","week","5","6",0.0022
"US National","Season onset","Bin","week","6","7",0.0015
"US National","Season onset","Bin","week","7","8",0.000900000000000001
"US National","Season onset","Bin","week","8","9",2e-04
"US National","Season onset","Bin","week","9","10",0
"US National","Season onset","Bin","week","10","11",1e-04
"US National","Season onset","Bin","week","11","12",0
"US National","Season onset","Bin","week","12","13",0
"US National","Season onset","Bin","week","13","14",0
"US National","Season onset","Bin","week","14","15",0
"US National","Season onset","Bin","week","15","16",0
"US National","Season onset","Bin","week","16","17",0
"US National","Season onset","Bin","week","17","18",0
"US National","Season onset","Bin","week","18","19",0
"US National","Season onset","Bin","week","19","20",0
"US National","Season onset","Bin","week","20","21",0
"US National","Season onset","Bin","week","none","none",0.0049
"US National","Season peak week","Point","week",NA,NA,6
"US National","Season peak week","Bin","week","40","41",0
"US National","Season peak week","Bin","week","41","42",0
"US National","Season peak week","Bin","week","42","43",0
"US National","Season peak week","Bin","week","43","44",0
"US National","Season peak week","Bin","week","44","45",0
"US National","Season peak week","Bin","week","45","46",0
"US National","Season peak week","Bin","week","46","47",0
"US National","Season peak week","Bin","week","47","48",0.000707588890854414
"US National","Season peak week","Bin","week","48","49",0.000353794445427207
"US National","Season peak week","Bin","week","49","50",0.000707588890854414
"US National","Season peak week","Bin","week","50","51",0.0114098708650274
"US National","Season peak week","Bin","week","51","52",0.12860428091279
"US National","Season peak week","Bin","week","52","53",0.191491243587476
"US National","Season peak week","Bin","week","1","2",0.0109676278082434
"US National","Season peak week","Bin","week","2","3",0.012471254201309
"US National","Season peak week","Bin","week","3","4",0.0353794445427207
"US National","Season peak week","Bin","week","4","5",0.0421899876171944
"US National","Season peak week","Bin","week","5","6",0.0627985140633292
"US National","Season peak week","Bin","week","6","7",0.151158676808774
"US National","Season peak week","Bin","week","7","8",0.151512471254201
"US National","Season peak week","Bin","week","8","9",0.0728816557580046
"US National","Season peak week","Bin","week","9","10",0.0375906598266407
"US National","Season peak week","Bin","week","10","11",0.0563417654342827
"US National","Season peak week","Bin","week","11","12",0.0185742083849283
"US National","Season peak week","Bin","week","12","13",0.00928710419246418
"US National","Season peak week","Bin","week","13","14",0.00468777640191049
"US National","Season peak week","Bin","week","14","15",0.000353794445427207
"US National","Season peak week","Bin","week","15","16",0.000265345834070405
"US National","Season peak week","Bin","week","16","17",0
"US National","Season peak week","Bin","week","17","18",0.000176897222713603
"US National","Season peak week","Bin","week","18","19",0
"US National","Season peak week","Bin","week","19","20",0
"US National","Season peak week","Bin","week","20","21",8.84486113568017e-05
"US National","Season peak percentage","Point","percent",NA,NA,4.6
"US National","Season peak percentage","Bin","percent","0","0.1",0
"US National","Season peak percentage","Bin","percent","0.1","0.2",0
"US National","Season peak percentage","Bin","percent","0.2","0.3",0
"US National","Season peak percentage","Bin","percent","0.3","0.4",0
"US National","Season peak percentage","Bin","percent","0.4","0.5",0
"US National","Season peak percentage","Bin","percent","0.5","0.6",0
"US National","Season peak percentage","Bin","percent","0.6","0.7",0
"US National","Season peak percentage","Bin","percent","0.7","0.8",0
"US National","Season peak percentage","Bin","percent","0.8","0.9",0
"US National","Season peak percentage","Bin","percent","0.9","1",0
"US National","Season peak percentage","Bin","percent","1","1.1",0
"US National","Season peak percentage","Bin","percent","1.1","1.2",0
"US National","Season peak percentage","Bin","percent","1.2","1.3",0
"US National","Season peak percentage","Bin","percent","1.3","1.4",0
"US National","Season peak percentage","Bin","percent","1.4","1.5",0
"US National","Season peak percentage","Bin","percent","1.5","1.6",0
"US National","Season peak percentage","Bin","percent","1.6","1.7",0
"US National","Season peak percentage","Bin","percent","1.7","1.8",0
"US National","Season peak percentage","Bin","percent","1.8","1.9",0
"US National","Season peak percentage","Bin","percent","1.9","2",0
"US National","Season peak percentage","Bin","percent","2","2.1",0
"US National","Season peak percentage","Bin","percent","2.1","2.2",0
"US National","Season peak percentage","Bin","percent","2.2","2.3",0
"US National","Season peak percentage","Bin","percent","2.3","2.4",8e-04
"US National","Season peak percentage","Bin","percent","2.4","2.5",0.0014
"US National","Season peak percentage","Bin","percent","2.5","2.6",0.0018
"US National","Season peak percentage","Bin","percent","2.6","2.7",0.0018
"US National","Season peak percentage","Bin","percent","2.7","2.8",0.0046
"US National","Season peak percentage","Bin","percent","2.8","2.9",0.006
"US National","Season peak percentage","Bin","percent","2.9","3",0.0078
"US National","Season peak percentage","Bin","percent","3","3.1",0.0089
"US National","Season peak percentage","Bin","percent","3.1","3.2",0.0118
"US National","Season peak percentage","Bin","percent","3.2","3.3",0.0162
"US National","Season peak percentage","Bin","percent","3.3","3.4",0.0199
"US National","Season peak percentage","Bin","percent","3.4","3.5",0.0227
"US National","Season peak percentage","Bin","percent","3.5","3.6",0.0223
"US National","Season peak percentage","Bin","percent","3.6","3.7",0.0298
"US National","Season peak percentage","Bin","percent","3.7","3.8",0.0308
"US National","Season peak percentage","Bin","percent","3.8","3.9",0.0323
"US National","Season peak percentage","Bin","percent","3.9","4",0.04
"US National","Season peak percentage","Bin","percent","4","4.1",0.0362
"US National","Season peak percentage","Bin","percent","4.1","4.2",0.0371
"US National","Season peak percentage","Bin","percent","4.2","4.3",0.0402
"US National","Season peak percentage","Bin","percent","4.3","4.4",0.0388
"US National","Season peak percentage","Bin","percent","4.4","4.5",0.0404
"US National","Season peak percentage","Bin","percent","4.5","4.6",0.0407
"US National","Season peak percentage","Bin","percent","4.6","4.7",0.0378
"US National","Season peak percentage","Bin","percent","4.7","4.8",0.0357
"US National","Season peak percentage","Bin","percent","4.8","4.9",0.032
"US National","Season peak percentage","Bin","percent","4.9","5",0.0341
"US National","Season peak percentage","Bin","percent","5","5.1",0.0339
"US National","Season peak percentage","Bin","percent","5.1","5.2",0.0297
"US National","Season peak percentage","Bin","percent","5.2","5.3",0.0275
"US National","Season peak percentage","Bin","percent","5.3","5.4",0.025
"US National","Season peak percentage","Bin","percent","5.4","5.5",0.0273
"US National","Season peak percentage","Bin","percent","5.5","5.6",0.0211
"US National","Season peak percentage","Bin","percent","5.6","5.7",0.0191
"US National","Season peak percentage","Bin","percent","5.7","5.8",0.0175
"US National","Season peak percentage","Bin","percent","5.8","5.9",0.0142
"US National","Season peak percentage","Bin","percent","5.9","6",0.0167
"US National","Season peak percentage","Bin","percent","6","6.1",0.013
"US National","Season peak percentage","Bin","percent","6.1","6.2",0.0143
"US National","Season peak percentage","Bin","percent","6.2","6.3",0.0111
"US National","Season peak percentage","Bin","percent","6.3","6.4",0.0107
"US National","Season peak percentage","Bin","percent","6.4","6.5",0.0102
"US National","Season peak percentage","Bin","percent","6.5","6.6",0.0071
"US National","Season peak percentage","Bin","percent","6.6","6.7",0.0084
"US National","Season peak percentage","Bin","percent","6.7","6.8",0.0069
"US National","Season peak percentage","Bin","percent","6.8","6.9",0.0061
"US National","Season peak percentage","Bin","percent","6.9","7",0.0053
"US National","Season peak percentage","Bin","percent","7","7.1",0.0052
"US National","Season peak percentage","Bin","percent","7.1","7.2",0.0032
"US National","Season peak percentage","Bin","percent","7.2","7.3",0.0042
"US National","Season peak percentage","Bin","percent","7.3","7.4",0.003
"US National","Season peak percentage","Bin","percent","7.4","7.5",0.0031
"US National","Season peak percentage","Bin","percent","7.5","7.6",0.0035
"US National","Season peak percentage","Bin","percent","7.6","7.7",0.0024
"US National","Season peak percentage","Bin","percent","7.7","7.8",0.0018
"US National","Season peak percentage","Bin","percent","7.8","7.9",0.0021
"US National","Season peak percentage","Bin","percent","7.9","8",7e-04
"US National","Season peak percentage","Bin","percent","8","8.1",0.0015
"US National","Season peak percentage","Bin","percent","8.1","8.2",0.0011
"US National","Season peak percentage","Bin","percent","8.2","8.3",0.0014
"US National","Season peak percentage","Bin","percent","8.3","8.4",8e-04
"US National","Season peak percentage","Bin","percent","8.4","8.5",8e-04
"US National","Season peak percentage","Bin","percent","8.5","8.6",0.0013
"US National","Season peak percentage","Bin","percent","8.6","8.7",7e-04
"US National","Season peak percentage","Bin","percent","8.7","8.8",2e-04
"US National","Season peak percentage","Bin","percent","8.8","8.9",5e-04
"US National","Season peak percentage","Bin","percent","8.9","9",8e-04
"US National","Season peak percentage","Bin","percent","9","9.1",4e-04
"US National","Season peak percentage","Bin","percent","9.1","9.2",7e-04
"US National","Season peak percentage","Bin","percent","9.2","9.3",6e-04
"US National","Season peak percentage","Bin","percent","9.3","9.4",6e-04
"US National","Season peak percentage","Bin","percent","9.4","9.5",2e-04
"US National","Season peak percentage","Bin","percent","9.5","9.6",3e-04
"US National","Season peak percentage","Bin","percent","9.6","9.7",3e-04
"US National","Season peak percentage","Bin","percent","9.7","9.8",0
"US National","Season peak percentage","Bin","percent","9.8","9.9",9.99999999999999e-05
"US National","Season peak percentage","Bin","percent","9.9","10",3e-04
"US National","Season peak percentage","Bin","percent","10","10.1",2e-04
"US National","Season peak percentage","Bin","percent","10.1","10.2",9.99999999999999e-05
"US National","Season peak percentage","Bin","percent","10.2","10.3",2e-04
"US National","Season peak percentage","Bin","percent","10.3","10.4",0
"US National","Season peak percentage","Bin","percent","10.4","10.5",0
"US National","Season peak percentage","Bin","percent","10.5","10.6",0
"US National","Season peak percentage","Bin","percent","10.6","10.7",3e-04
"US National","Season peak percentage","Bin","percent","10.7","10.8",9.99999999999999e-05
"US National","Season peak percentage","Bin","percent","10.8","10.9",9.99999999999999e-05
"US National","Season peak percentage","Bin","percent","10.9","11",0
"US National","Season peak percentage","Bin","percent","11","11.1",0
"US National","Season peak percentage","Bin","percent","11.1","11.2",9.99999999999999e-05
"US National","Season peak percentage","Bin","percent","11.2","11.3",0
"US National","Season peak percentage","Bin","percent","11.3","11.4",0
"US National","Season peak percentage","Bin","percent","11.4","11.5",0
"US National","Season peak percentage","Bin","percent","11.5","11.6",0
"US National","Season peak percentage","Bin","percent","11.6","11.7",0
"US National","Season peak percentage","Bin","percent","11.7","11.8",0
"US National","Season peak percentage","Bin","percent","11.8","11.9",0
"US National","Season peak percentage","Bin","percent","11.9","12",0
"US National","Season peak percentage","Bin","percent","12","12.1",0
"US National","Season peak percentage","Bin","percent","12.1","12.2",0
"US National","Season peak percentage","Bin","percent","12.2","12.3",0
"US National","Season peak percentage","Bin","percent","12.3","12.4",0
"US National","Season peak percentage","Bin","percent","12.4","12.5",9.99999999999999e-05
"US National","Season peak percentage","Bin","percent","12.5","12.6",0
"US National","Season peak percentage","Bin","percent","12.6","12.7",0
"US National","Season peak percentage","Bin","percent","12.7","12.8",0
"US National","Season peak percentage","Bin","percent","12.8","12.9",0
"US National","Season peak percentage","Bin","percent","12.9","13",0
"US National","Season peak percentage","Bin","percent","13","100",0
"US National","1 wk ahead","Point","percent",NA,NA,2.2
"US National","1 wk ahead","Bin","percent","0","0.1",0
"US National","1 wk ahead","Bin","percent","0.1","0.2",0
"US National","1 wk ahead","Bin","percent","0.2","0.3",0
"US National","1 wk ahead","Bin","percent","0.3","0.4",0
"US National","1 wk ahead","Bin","percent","0.4","0.5",0
"US National","1 wk ahead","Bin","percent","0.5","0.6",0
"US National","1 wk ahead","Bin","percent","0.6","0.7",0
"US National","1 wk ahead","Bin","percent","0.7","0.8",0
"US National","1 wk ahead","Bin","percent","0.8","0.9",0
"US National","1 wk ahead","Bin","percent","0.9","1",0
"US National","1 wk ahead","Bin","percent","1","1.1",0
"US National","1 wk ahead","Bin","percent","1.1","1.2",0
"US National","1 wk ahead","Bin","percent","1.2","1.3",9.99999999999999e-05
"US National","1 wk ahead","Bin","percent","1.3","1.4",4e-04
"US National","1 wk ahead","Bin","percent","1.4","1.5",0.0028
"US National","1 wk ahead","Bin","percent","1.5","1.6",0.0081
"US National","1 wk ahead","Bin","percent","1.6","1.7",0.0187
"US National","1 wk ahead","Bin","percent","1.7","1.8",0.0346
"US National","1 wk ahead","Bin","percent","1.8","1.9",0.059
"US National","1 wk ahead","Bin","percent","1.9","2",0.0842
"US National","1 wk ahead","Bin","percent","2","2.1",0.1058
"US National","1 wk ahead","Bin","percent","2.1","2.2",0.1135
"US National","1 wk ahead","Bin","percent","2.2","2.3",0.1135
"US National","1 wk ahead","Bin","percent","2.3","2.4",0.112
"US National","1 wk ahead","Bin","percent","2.4","2.5",0.0892
"US National","1 wk ahead","Bin","percent","2.5","2.6",0.0771
"US National","1 wk ahead","Bin","percent","2.6","2.7",0.0617
"US National","1 wk ahead","Bin","percent","2.7","2.8",0.0411
"US National","1 wk ahead","Bin","percent","2.8","2.9",0.0256
"US National","1 wk ahead","Bin","percent","2.9","3",0.0191
"US National","1 wk ahead","Bin","percent","3","3.1",0.012
"US National","1 wk ahead","Bin","percent","3.1","3.2",0.0107
"US National","1 wk ahead","Bin","percent","3.2","3.3",0.0045
"US National","1 wk ahead","Bin","percent","3.3","3.4",0.0036
"US National","1 wk ahead","Bin","percent","3.4","3.5",0.0015
"US National","1 wk ahead","Bin","percent","3.5","3.6",3e-04
"US National","1 wk ahead","Bin","percent","3.6","3.7",6e-04
"US National","1 wk ahead","Bin","percent","3.7","3.8",3e-04
"US National","1 wk ahead","Bin","percent","3.8","3.9",0
"US National","1 wk ahead","Bin","percent","3.9","4",0
"US National","1 wk ahead","Bin","percent","4","4.1",0
"US National","1 wk ahead","Bin","percent","4.1","4.2",0
"US National","1 wk ahead","Bin","percent","4.2","4.3",0
"US National","1 wk ahead","Bin","percent","4.3","4.4",0
"US National","1 wk ahead","Bin","percent","4.4","4.5",0
"US National","1 wk ahead","Bin","percent","4.5","4.6",0
"US National","1 wk ahead","Bin","percent","4.6","4.7",0
"US National","1 wk ahead","Bin","percent","4.7","4.8",0
"US National","1 wk ahead","Bin","percent","4.8","4.9",0
"US National","1 wk ahead","Bin","percent","4.9","5",0
"US National","1 wk ahead","Bin","percent","5","5.1",0
"US National","1 wk ahead","Bin","percent","5.1","5.2",0
"US National","1 wk ahead","Bin","percent","5.2","5.3",0
"US National","1 wk ahead","Bin","percent","5.3","5.4",0
"US National","1 wk ahead","Bin","percent","5.4","5.5",0
"US National","1 wk ahead","Bin","percent","5.5","5.6",0
"US National","1 wk ahead","Bin","percent","5.6","5.7",0
"US National","1 wk ahead","Bin","percent","5.7","5.8",0
"US National","1 wk ahead","Bin","percent","5.8","5.9",0
"US National","1 wk ahead","Bin","percent","5.9","6",0
"US National","1 wk ahead","Bin","percent","6","6.1",0
"US National","1 wk ahead","Bin","percent","6.1","6.2",0
"US National","1 wk ahead","Bin","percent","6.2","6.3",0
"US National","1 wk ahead","Bin","percent","6.3","6.4",0
"US National","1 wk ahead","Bin","percent","6.4","6.5",0
"US National","1 wk ahead","Bin","percent","6.5","6.6",0
"US National","1 wk ahead","Bin","percent","6.6","6.7",0
"US National","1 wk ahead","Bin","percent","6.7","6.8",0
"US National","1 wk ahead","Bin","percent","6.8","6.9",0
"US National","1 wk ahead","Bin","percent","6.9","7",0
"US National","1 wk ahead","Bin","percent","7","7.1",0
"US National","1 wk ahead","Bin","percent","7.1","7.2",0
"US National","1 wk ahead","Bin","percent","7.2","7.3",0
"US National","1 wk ahead","Bin","percent","7.3","7.4",0
"US National","1 wk ahead","Bin","percent","7.4","7.5",0
"US National","1 wk ahead","Bin","percent","7.5","7.6",0
"US National","1 wk ahead","Bin","percent","7.6","7.7",0
"US National","1 wk ahead","Bin","percent","7.7","7.8",0
"US National","1 wk ahead","Bin","percent","7.8","7.9",0
"US National","1 wk ahead","Bin","percent","7.9","8",0
"US National","1 wk ahead","Bin","percent","8","8.1",0
"US National","1 wk ahead","Bin","percent","8.1","8.2",0
"US National","1 wk ahead","Bin","percent","8.2","8.3",0
"US National","1 wk ahead","Bin","percent","8.3","8.4",0
"US National","1 wk ahead","Bin","percent","8.4","8.5",0
"US National","1 wk ahead","Bin","percent","8.5","8.6",0
"US National","1 wk ahead","Bin","percent","8.6","8.7",0
"US National","1 wk ahead","Bin","percent","8.7","8.8",0
"US National","1 wk ahead","Bin","percent","8.8","8.9",0
"US National","1 wk ahead","Bin","percent","8.9","9",0
"US National","1 wk ahead","Bin","percent","9","9.1",0
"US National","1 wk ahead","Bin","percent","9.1","9.2",0
"US National","1 wk ahead","Bin","percent","9.2","9.3",0
"US National","1 wk ahead","Bin","percent","9.3","9.4",0
"US National","1 wk ahead","Bin","percent","9.4","9.5",0
"US National","1 wk ahead","Bin","percent","9.5","9.6",0
"US National","1 wk ahead","Bin","percent","9.6","9.7",0
"US National","1 wk ahead","Bin","percent","9.7","9.8",0
"US National","1 wk ahead","Bin","percent","9.8","9.9",0
"US National","1 wk ahead","Bin","percent","9.9","10",0
"US National","1 wk ahead","Bin","percent","10","10.1",0
"US National","1 wk ahead","Bin","percent","10.1","10.2",0
"US National","1 wk ahead","Bin","percent","10.2","10.3",0
"US National","1 wk ahead","Bin","percent","10.3","10.4",0
"US National","1 wk ahead","Bin","percent","10.4","10.5",0
"US National","1 wk ahead","Bin","percent","10.5","10.6",0
"US National","1 wk ahead","Bin","percent","10.6","10.7",0
"US National","1 wk ahead","Bin","percent","10.7","10.8",0
