"location","target","type","unit","bin_start_incl","bin_end_notincl","value"
"US National","Season onset","Point","week",NA,NA,3
"US National","Season onset","Bin","week","40","41",0.0009680542
"US National","Season onset","Bin","week","41","42",0.0009680542
"US National","Season onset","Bin","week","42","43",0.0009680542
"US National","Season onset","Bin","week","43","44",0.0009680542
"US National","Season onset","Bin","week","44","45",0.0009680542
"US National","Season onset","Bin","week","45","46",0.0009680542
"US National","Season onset","Bin","week","46","47",0.0009680542
"US National","Season onset","Bin","week","47","48",0.0009680542
"US National","Season onset","Bin","week","48","49",0.0009680542
"US National","Season onset","Bin","week","49","50",0.0009680542
"US National","Season onset","Bin","week","50","51",0.0009680542
"US National","Season onset","Bin","week","51","52",0.0009680542
"US National","Season onset","Bin","week","52","53",0.0009680542
"US National","Season onset","Bin","week","1","2",0.0009680542
"US National","Season onset","Bin","week","2","3",0.9690222652
"US National","Season onset","Bin","week","3","4",0.0009680542
"US National","Season onset","Bin","week","4","5",0.0009680542
"US National","Season onset","Bin","week","5","6",0.0009680542
"US National","Season onset","Bin","week","6","7",0.0009680542
"US National","Season onset","Bin","week","7","8",0.0009680542
"US National","Season onset","Bin","week","8","9",0.0009680542
"US National","Season onset","Bin","week","9","10",0.0009680542
"US National","Season onset","Bin","week","10","11",0.0009680542
"US National","Season onset","Bin","week","11","12",0.0009680542
"US National","Season onset","Bin","week","12","13",0.0009680542
"US National","Season onset","Bin","week","13","14",0.0009680542
"US National","Season onset","Bin","week","14","15",0.0009680542
"US National","Season onset","Bin","week","15","16",0.0009680542
"US National","Season onset","Bin","week","16","17",0.0009680542
"US National","Season onset","Bin","week","17","18",0.0009680542
"US National","Season onset","Bin","week","18","19",0.0009680542
"US National","Season onset","Bin","week","19","20",0.0009680542
"US National","Season onset","Bin","week","20","21",0.0009680542
"US National","Season onset","Bin","week","none","none",0
"US National","Season peak week","Point","week",NA,NA,7
"US National","Season peak week","Bin","week","40","41",0.0010060362
"US National","Season peak week","Bin","week","41","42",0.0010060362
"US National","Season peak week","Bin","week","42","43",0.0010060362
"US National","Season peak week","Bin","week","43","44",0.0010060362
"US National","Season peak week","Bin","week","44","45",0.0010060362
"US National","Season peak week","Bin","week","45","46",0.0010060362
"US National","Season peak week","Bin","week","46","47",0.0010060362
"US National","Season peak week","Bin","week","47","48",0.0010060362
"US National","Season peak week","Bin","week","48","49",0.0010060362
"US National","Season peak week","Bin","week","49","50",0.0010060362
"US National","Season peak week","Bin","week","50","51",0.0010060362
"US National","Season peak week","Bin","week","51","52",0.0010060362
"US National","Season peak week","Bin","week","52","53",0.0010060362
"US National","Season peak week","Bin","week","1","2",0.0010060362
"US National","Season peak week","Bin","week","2","3",0.0010060362
"US National","Season peak week","Bin","week","3","4",0.0010060362
"US National","Season peak week","Bin","week","4","5",0.0010060362
"US National","Season peak week","Bin","week","5","6",0.0010060362
"US National","Season peak week","Bin","week","6","7",0.0070422535
"US National","Season peak week","Bin","week","7","8",0.5935613682
"US National","Season peak week","Bin","week","8","9",0.138832998
"US National","Season peak week","Bin","week","9","10",0.0613682093
"US National","Season peak week","Bin","week","10","11",0.0492957746
"US National","Season peak week","Bin","week","11","12",0.0382293763
"US National","Season peak week","Bin","week","12","13",0.0623742455
"US National","Season peak week","Bin","week","13","14",0.0150905433
"US National","Season peak week","Bin","week","14","15",0.0040241449
"US National","Season peak week","Bin","week","15","16",0.0070422535
"US National","Season peak week","Bin","week","16","17",0.0010060362
"US National","Season peak week","Bin","week","17","18",0.0010060362
"US National","Season peak week","Bin","week","18","19",0.0010060362
"US National","Season peak week","Bin","week","19","20",0.0010060362
"US National","Season peak week","Bin","week","20","21",0.0010060362
"US National","Season peak percentage","Point","percent",NA,NA,3.6
"US National","Season peak percentage","Bin","percent","0","0.5",0.0009803922
"US National","Season peak percentage","Bin","percent","0.5","1",0.0009803922
"US National","Season peak percentage","Bin","percent","1","1.5",0.0009803922
"US National","Season peak percentage","Bin","percent","1.5","2",0.0009803922
"US National","Season peak percentage","Bin","percent","2","2.5",0.0009803922
"US National","Season peak percentage","Bin","percent","2.5","3",0.0019607843
"US National","Season peak percentage","Bin","percent","3","3.5",0.331372549
"US National","Season peak percentage","Bin","percent","3.5","4",0.5588235294
"US National","Season peak percentage","Bin","percent","4","4.5",0.0509803922
"US National","Season peak percentage","Bin","percent","4.5","5",0.0176470588
"US National","Season peak percentage","Bin","percent","5","5.5",0.0156862745
"US National","Season peak percentage","Bin","percent","5.5","6",0.0039215686
"US National","Season peak percentage","Bin","percent","6","6.5",0.0009803922
"US National","Season peak percentage","Bin","percent","6.5","7",0.0009803922
"US National","Season peak percentage","Bin","percent","7","7.5",0.0009803922
"US National","Season peak percentage","Bin","percent","7.5","8",0.0009803922
"US National","Season peak percentage","Bin","percent","8","8.5",0.0009803922
"US National","Season peak percentage","Bin","percent","8.5","9",0.0009803922
"US National","Season peak percentage","Bin","percent","9","9.5",0.0009803922
"US National","Season peak percentage","Bin","percent","9.5","10",0.0009803922
"US National","Season peak percentage","Bin","percent","10","10.5",0.0009803922
"US National","Season peak percentage","Bin","percent","10.5","11",0.0009803922
"US National","Season peak percentage","Bin","percent","11","11.5",0.0009803922
"US National","Season peak percentage","Bin","percent","11.5","12",0.0009803922
"US National","Season peak percentage","Bin","percent","12","12.5",0.0009803922
"US National","Season peak percentage","Bin","percent","12.5","13",0.0009803922
"US National","Season peak percentage","Bin","percent","13","100",0.0009803922
"US National","1 wk ahead","Point","percent",NA,NA,2.9
"US National","1 wk ahead","Bin","percent","0","0.5",0.0009784736
"US National","1 wk ahead","Bin","percent","0.5","1",0.0009784736
"US National","1 wk ahead","Bin","percent","1","1.5",0.0009784736
"US National","1 wk ahead","Bin","percent","1.5","2",0.053816047
"US National","1 wk ahead","Bin","percent","2","2.5",0.1125244618
"US National","1 wk ahead","Bin","percent","2.5","3",0.4863013699
"US National","1 wk ahead","Bin","percent","3","3.5",0.324853229
"US National","1 wk ahead","Bin","percent","3.5","4",0.0009784736
"US National","1 wk ahead","Bin","percent","4","4.5",0.0009784736
"US National","1 wk ahead","Bin","percent","4.5","5",0.0009784736
"US National","1 wk ahead","Bin","percent","5","5.5",0.0009784736
"US National","1 wk ahead","Bin","percent","5.5","6",0.0009784736
"US National","1 wk ahead","Bin","percent","6","6.5",0.0009784736
"US National","1 wk ahead","Bin","percent","6.5","7",0.0009784736
"US National","1 wk ahead","Bin","percent","7","7.5",0.0009784736
"US National","1 wk ahead","Bin","percent","7.5","8",0.0009784736
"US National","1 wk ahead","Bin","percent","8","8.5",0.0009784736
"US National","1 wk ahead","Bin","percent","8.5","9",0.0009784736
"US National","1 wk ahead","Bin","percent","9","9.5",0.0009784736
"US National","1 wk ahead","Bin","percent","9.5","10",0.0009784736
"US National","1 wk ahead","Bin","percent","10","10.5",0.0009784736
"US National","1 wk ahead","Bin","percent","10.5","11",0.0009784736
"US National","1 wk ahead","Bin","percent","11","11.5",0.0009784736
"US National","1 wk ahead","Bin","percent","11.5","12",0.0009784736
"US National","1 wk ahead","Bin","percent","12","12.5",0.0009784736
"US National","1 wk ahead","Bin","percent","12.5","13",0.0009784736
"US National","1 wk ahead","Bin","percent","13","100",0.0009784736
"US National","2 wk ahead","Point","percent",NA,NA,3.5
"US National","2 wk ahead","Bin","percent","0","0.5",0.0009784736
"US National","2 wk ahead","Bin","percent","0.5","1",0.0009784736
"US National","2 wk ahead","Bin","percent","1","1.5",0.0009784736
"US National","2 wk ahead","Bin","percent","1.5","2",0.0009784736
"US National","2 wk ahead","Bin","percent","2","2.5",0.0459882583
"US National","2 wk ahead","Bin","percent","2.5","3",0.1497064579
"US National","2 wk ahead","Bin","percent","3","3.5",0.2681017613
"US National","2 wk ahead","Bin","percent","3.5","4",0.5136986301
"US National","2 wk ahead","Bin","percent","4","4.5",0.0009784736
"US National","2 wk ahead","Bin","percent","4.5","5",0.0009784736
"US National","2 wk ahead","Bin","percent","5","5.5",0.0009784736
"US National","2 wk ahead","Bin","percent","5.5","6",0.0009784736
"US National","2 wk ahead","Bin","percent","6","6.5",0.0009784736
"US National","2 wk ahead","Bin","percent","6.5","7",0.0009784736
"US National","2 wk ahead","Bin","percent","7","7.5",0.0009784736
"US National","2 wk ahead","Bin","percent","7.5","8",0.0009784736
"US National","2 wk ahead","Bin","percent","8","8.5",0.0009784736
"US National","2 wk ahead","Bin","percent","8.5","9",0.0009784736
"US National","2 wk ahead","Bin","percent","9","9.5",0.0009784736
"US National","2 wk ahead","Bin","percent","9.5","10",0.0009784736
"US National","2 wk ahead","Bin","percent","10","10.5",0.0009784736
"US National","2 wk ahead","Bin","percent","10.5","11",0.0009784736
"US National","2 wk ahead","Bin","percent","11","11.5",0.0009784736
"US National","2 wk ahead","Bin","percent","11.5","12",0.0009784736
"US National","2 wk ahead","Bin","percent","12","12.5",0.0009784736
"US National","2 wk ahead","Bin","percent","12.5","13",0.0009784736
"US National","2 wk ahead","Bin","percent","13","100",0.0009784736
"US National","3 wk ahead","Point","percent",NA,NA,3.2
"US National","3 wk ahead","Bin","percent","0","0.5",0.0009784736
"US National","3 wk ahead","Bin","percent","0.5","1",0.0009784736
"US National","3 wk ahead","Bin","percent","1","1.5",0.0009784736
"US National","3 wk ahead","Bin","percent","1.5","2",0.0029354207
"US National","3 wk ahead","Bin","percent","2","2.5",0.018590998
"US National","3 wk ahead","Bin","percent","2.5","3",0.2416829746
"US National","3 wk ahead","Bin","percent","3","3.5",0.6320939335
"US National","3 wk ahead","Bin","percent","3.5","4",0.0831702544
"US National","3 wk ahead","Bin","percent","4","4.5",0.0009784736
"US National","3 wk ahead","Bin","percent","4.5","5",0.0009784736
"US National","3 wk ahead","Bin","percent","5","5.5",0.0009784736
"US National","3 wk ahead","Bin","percent","5.5","6",0.0009784736
"US National","3 wk ahead","Bin","percent","6","6.5",0.0009784736
"US National","3 wk ahead","Bin","percent","6.5","7",0.0009784736
"US National","3 wk ahead","Bin","percent","7","7.5",0.0009784736
"US National","3 wk ahead","Bin","percent","7.5","8",0.0009784736
"US National","3 wk ahead","Bin","percent","8","8.5",0.0009784736
"US National","3 wk ahead","Bin","percent","8.5","9",0.0009784736
"US National","3 wk ahead","Bin","percent","9","9.5",0.0009784736
"US National","3 wk ahead","Bin","percent","9.5","10",0.0009784736
"US National","3 wk ahead","Bin","percent","10","10.5",0.0009784736
"US National","3 wk ahead","Bin","percent","10.5","11",0.0009784736
"US National","3 wk ahead","Bin","percent","11","11.5",0.0009784736
"US National","3 wk ahead","Bin","percent","11.5","12",0.0009784736
"US National","3 wk ahead","Bin","percent","12","12.5",0.0009784736
"US National","3 wk ahead","Bin","percent","12.5","13",0.0009784736
"US National","3 wk ahead","Bin","percent","13","100",0.0009784736
"US National","4 wk ahead","Point","percent",NA,NA,2.7
"US National","4 wk ahead","Bin","percent","0","0.5",0.0009823183
"US National","4 wk ahead","Bin","percent","0.5","1",0.0009823183
"US National","4 wk ahead","Bin","percent","1","1.5",0.0314341847
"US National","4 wk ahead","Bin","percent","1.5","2",0.0068762279
"US National","4 wk ahead","Bin","percent","2","2.5",0.3428290766
"US National","4 wk ahead","Bin","percent","2.5","3",0.1571709234
"US National","4 wk ahead","Bin","percent","3","3.5",0.4115913556
"US National","4 wk ahead","Bin","percent","3.5","4",0.0186640472
"US National","4 wk ahead","Bin","percent","4","4.5",0.010805501
"US National","4 wk ahead","Bin","percent","4.5","5",0.0019646365
"US National","4 wk ahead","Bin","percent","5","5.5",0.0009823183
"US National","4 wk ahead","Bin","percent","5.5","6",0.0009823183
"US National","4 wk ahead","Bin","percent","6","6.5",0.0009823183
"US National","4 wk ahead","Bin","percent","6.5","7",0.0009823183
"US National","4 wk ahead","Bin","percent","7","7.5",0.0009823183
"US National","4 wk ahead","Bin","percent","7.5","8",0.0009823183
"US National","4 wk ahead","Bin","percent","8","8.5",0.0009823183
"US National","4 wk ahead","Bin","percent","8.5","9",0.0009823183
"US National","4 wk ahead","Bin","percent","9","9.5",0.0009823183
"US National","4 wk ahead","Bin","percent","9.5","10",0.0009823183
"US National","4 wk ahead","Bin","percent","10","10.5",0.0009823183
"US National","4 wk ahead","Bin","percent","10.5","11",0.0009823183
"US National","4 wk ahead","Bin","percent","11","11.5",0.0009823183
"US National","4 wk ahead","Bin","percent","11.5","12",0.0009823183
"US National","4 wk ahead","Bin","percent","12","12.5",0.0009823183
"US National","4 wk ahead","Bin","percent","12.5","13",0.0009823183
"US National","4 wk ahead","Bin","percent","13","100",0.0009823183
"HHS Region 1","Season onset","Point","week",NA,NA,NA
"HHS Region 1","Season onset","Bin","week","40","41",0.0294
"HHS Region 1","Season onset","Bin","week","41","42",0.0294
"HHS Region 1","Season onset","Bin","week","42","43",0.0294
"HHS Region 1","Season onset","Bin","week","43","44",0.0294
"HHS Region 1","Season onset","Bin","week","44","45",0.0294
"HHS Region 1","Season onset","Bin","week","45","46",0.0294
"HHS Region 1","Season onset","Bin","week","46","47",0.0294
"HHS Region 1","Season onset","Bin","week","47","48",0.0294
"HHS Region 1","Season onset","Bin","week","48","49",0.0294
"HHS Region 1","Season onset","Bin","week","49","50",0.0294
"HHS Region 1","Season onset","Bin","week","50","51",0.0294
"HHS Region 1","Season onset","Bin","week","51","52",0.0294
"HHS Region 1","Season onset","Bin","week","52","53",0.0294
"HHS Region 1","Season onset","Bin","week","1","2",0.0294
"HHS Region 1","Season onset","Bin","week","2","3",0.0294
"HHS Region 1","Season onset","Bin","week","3","4",0.0294
"HHS Region 1","Season onset","Bin","week","4","5",0.0294
"HHS Region 1","Season onset","Bin","week","5","6",0.0294
"HHS Region 1","Season onset","Bin","week","6","7",0.0294
"HHS Region 1","Season onset","Bin","week","7","8",0.0294
"HHS Region 1","Season onset","Bin","week","8","9",0.0294
"HHS Region 1","Season onset","Bin","week","9","10",0.0294
"HHS Region 1","Season onset","Bin","week","10","11",0.0294
"HHS Region 1","Season onset","Bin","week","11","12",0.0294
"HHS Region 1","Season onset","Bin","week","12","13",0.0294
"HHS Region 1","Season onset","Bin","week","13","14",0.0294
"HHS Region 1","Season onset","Bin","week","14","15",0.0294
"HHS Region 1","Season onset","Bin","week","15","16",0.0294
"HHS Region 1","Season onset","Bin","week","16","17",0.0294
"HHS Region 1","Season onset","Bin","week","17","18",0.0294
"HHS Region 1","Season onset","Bin","week","18","19",0.0294
"HHS Region 1","Season onset","Bin","week","19","20",0.0294
"HHS Region 1","Season onset","Bin","week","20","21",0.0294
"HHS Region 1","Season onset","Bin","week","none","none",0.0298
"HHS Region 1","Season peak week","Point","week",NA,NA,NA
"HHS Region 1","Season peak week","Bin","week","40","41",0.0294
"HHS Region 1","Season peak week","Bin","week","41","42",0.0294
"HHS Region 1","Season peak week","Bin","week","42","43",0.0294
"HHS Region 1","Season peak week","Bin","week","43","44",0.0294
"HHS Region 1","Season peak week","Bin","week","44","45",0.0294
"HHS Region 1","Season peak week","Bin","week","45","46",0.0294
"HHS Region 1","Season peak week","Bin","week","46","47",0.0294
"HHS Region 1","Season peak week","Bin","week","47","48",0.0294
"HHS Region 1","Season peak week","Bin","week","48","49",0.0294
"HHS Region 1","Season peak week","Bin","week","49","50",0.0294
"HHS Region 1","Season peak week","Bin","week","50","51",0.0294
"HHS Region 1","Season peak week","Bin","week","51","52",0.0294
"HHS Region 1","Season peak week","Bin","week","52","53",0.0294
"HHS Region 1","Season peak week","Bin","week","1","2",0.0294
"HHS Region 1","Season peak week","Bin","week","2","3",0.0294
"HHS Region 1","Season peak week","Bin","week","3","4",0.0294
"HHS Region 1","Season peak week","Bin","week","4","5",0.0294
"HHS Region 1","Season peak week","Bin","week","5","6",0.0294
"HHS Region 1","Season peak week","Bin","week","6","7",0.0294
"HHS Region 1","Season peak week","Bin","week","7","8",0.0294
"HHS Region 1","Season peak week","Bin","week","8","9",0.0294
"HHS Region 1","Season peak week","Bin","week","9","10",0.0294
"HHS Region 1","Season peak week","Bin","week","10","11",0.0294
"HHS Region 1","Season peak week","Bin","week","11","12",0.0294
"HHS Region 1","Season peak week","Bin","week","12","13",0.0294
"HHS Region 1","Season peak week","Bin","week","13","14",0.0294
"HHS Region 1","Season peak week","Bin","week","14","15",0.0294
"HHS Region 1","Season peak week","Bin","week","15","16",0.0294
"HHS Region 1","Season peak week","Bin","week","16","17",0.0294
"HHS Region 1","Season peak week","Bin","week","17","18",0.0294
"HHS Region 1","Season peak week","Bin","week","18","19",0.0294
"HHS Region 1","Season peak week","Bin","week","19","20",0.0294
"HHS Region 1","Season peak week","Bin","week","20","21",0.0294
"HHS Region 1","Season peak percentage","Point","percent",NA,NA,NA
"HHS Region 1","Season peak percentage","Bin","percent","0","0.5",0.037
"HHS Region 1","Season peak percentage","Bin","percent","0.5","1",0.037
"HHS Region 1","Season peak percentage","Bin","percent","1","1.5",0.037
"HHS Region 1","Season peak percentage","Bin","percent","1.5","2",0.037
"HHS Region 1","Season peak percentage","Bin","percent","2","2.5",0.037
"HHS Region 1","Season peak percentage","Bin","percent","2.5","3",0.037
"HHS Region 1","Season peak percentage","Bin","percent","3","3.5",0.037
"HHS Region 1","Season peak percentage","Bin","percent","3.5","4",0.037
"HHS Region 1","Season peak percentage","Bin","percent","4","4.5",0.037
"HHS Region 1","Season peak percentage","Bin","percent","4.5","5",0.037
"HHS Region 1","Season peak percentage","Bin","percent","5","5.5",0.037
"HHS Region 1","Season peak percentage","Bin","percent","5.5","6",0.037
"HHS Region 1","Season peak percentage","Bin","percent","6","6.5",0.037
"HHS Region 1","Season peak percentage","Bin","percent","6.5","7",0.037
"HHS Region 1","Season peak percentage","Bin","percent","7","7.5",0.037
"HHS Region 1","Season peak percentage","Bin","percent","7.5","8",0.037
"HHS Region 1","Season peak percentage","Bin","percent","8","8.5",0.037
"HHS Region 1","Season peak percentage","Bin","percent","8.5","9",0.037
"HHS Region 1","Season peak percentage","Bin","percent","9","9.5",0.037
"HHS Region 1","Season peak percentage","Bin","percent","9.5","10",0.037
"HHS Region 1","Season peak percentage","Bin","percent","10","10.5",0.037
"HHS Region 1","Season peak percentage","Bin","percent","10.5","11",0.037
"HHS Region 1","Season peak percentage","Bin","percent","11","11.5",0.037
"HHS Region 1","Season peak percentage","Bin","percent","11.5","12",0.037
"HHS Region 1","Season peak percentage","Bin","percent","12","12.5",0.037
"HHS Region 1","Season peak percentage","Bin","percent","12.5","13",0.037
"HHS Region 1","Season peak percentage","Bin","percent","13","100",0.038
"HHS Region 1","1 wk ahead","Point","percent",NA,NA,NA
"HHS Region 1","1 wk ahead","Bin","percent","0","0.5",0.037
"HHS Region 1","1 wk ahead","Bin","percent","0.5","1",0.037
"HHS Region 1","1 wk ahead","Bin","percent","1","1.5",0.037
"HHS Region 1","1 wk ahead","Bin","percent","1.5","2",0.037
"HHS Region 1","1 wk ahead","Bin","percent","2","2.5",0.037
"HHS Region 1","1 wk ahead","Bin","percent","2.5","3",0.037
"HHS Region 1","1 wk ahead","Bin","percent","3","3.5",0.037
"HHS Region 1","1 wk ahead","Bin","percent","3.5","4",0.037
"HHS Region 1","1 wk ahead","Bin","percent","4","4.5",0.037
"HHS Region 1","1 wk ahead","Bin","percent","4.5","5",0.037
"HHS Region 1","1 wk ahead","Bin","percent","5","5.5",0.037
"HHS Region 1","1 wk ahead","Bin","percent","5.5","6",0.037
"HHS Region 1","1 wk ahead","Bin","percent","6","6.5",0.037
"HHS Region 1","1 wk ahead","Bin","percent","6.5","7",0.037
"HHS Region 1","1 wk ahead","Bin","percent","7","7.5",0.037
"HHS Region 1","1 wk ahead","Bin","percent","7.5","8",0.037
"HHS Region 1","1 wk ahead","Bin","percent","8","8.5",0.037
"HHS Region 1","1 wk ahead","Bin","percent","8.5","9",0.037
"HHS Region 1","1 wk ahead","Bin","percent","9","9.5",0.037
"HHS Region 1","1 wk ahead","Bin","percent","9.5","10",0.037
"HHS Region 1","1 wk ahead","Bin","percent","10","10.5",0.037
"HHS Region 1","1 wk ahead","Bin","percent","10.5","11",0.037
"HHS Region 1","1 wk ahead","Bin","percent","11","11.5",0.037
"HHS Region 1","1 wk ahead","Bin","percent","11.5","12",0.037
"HHS Region 1","1 wk ahead","Bin","percent","12","12.5",0.037
"HHS Region 1","1 wk ahead","Bin","percent","12.5","13",0.037
"HHS Region 1","1 wk ahead","Bin","percent","13","100",0.038
"HHS Region 1","2 wk ahead","Point","percent",NA,NA,NA
"HHS Region 1","2 wk ahead","Bin","percent","0","0.5",0.037
"HHS Region 1","2 wk ahead","Bin","percent","0.5","1",0.037
"HHS Region 1","2 wk ahead","Bin","percent","1","1.5",0.037
"HHS Region 1","2 wk ahead","Bin","percent","1.5","2",0.037
"HHS Region 1","2 wk ahead","Bin","percent","2","2.5",0.037
"HHS Region 1","2 wk ahead","Bin","percent","2.5","3",0.037
"HHS Region 1","2 wk ahead","Bin","percent","3","3.5",0.037
"HHS Region 1","2 wk ahead","Bin","percent","3.5","4",0.037
"HHS Region 1","2 wk ahead","Bin","percent","4","4.5",0.037
"HHS Region 1","2 wk ahead","Bin","percent","4.5","5",0.037
"HHS Region 1","2 wk ahead","Bin","percent","5","5.5",0.037
"HHS Region 1","2 wk ahead","Bin","percent","5.5","6",0.037
"HHS Region 1","2 wk ahead","Bin","percent","6","6.5",0.037
"HHS Region 1","2 wk ahead","Bin","percent","6.5","7",0.037
"HHS Region 1","2 wk ahead","Bin","percent","7","7.5",0.037
"HHS Region 1","2 wk ahead","Bin","percent","7.5","8",0.037
"HHS Region 1","2 wk ahead","Bin","percent","8","8.5",0.037
"HHS Region 1","2 wk ahead","Bin","percent","8.5","9",0.037
"HHS Region 1","2 wk ahead","Bin","percent","9","9.5",0.037
"HHS Region 1","2 wk ahead","Bin","percent","9.5","10",0.037
"HHS Region 1","2 wk ahead","Bin","percent","10","10.5",0.037
"HHS Region 1","2 wk ahead","Bin","percent","10.5","11",0.037
"HHS Region 1","2 wk ahead","Bin","percent","11","11.5",0.037
"HHS Region 1","2 wk ahead","Bin","percent","11.5","12",0.037
"HHS Region 1","2 wk ahead","Bin","percent","12","12.5",0.037
"HHS Region 1","2 wk ahead","Bin","percent","12.5","13",0.037
"HHS Region 1","2 wk ahead","Bin","percent","13","100",0.038
"HHS Region 1","3 wk ahead","Point","percent",NA,NA,NA
"HHS Region 1","3 wk ahead","Bin","percent","0","0.5",0.037
"HHS Region 1","3 wk ahead","Bin","percent","0.5","1",0.037
"HHS Region 1","3 wk ahead","Bin","percent","1","1.5",0.037
"HHS Region 1","3 wk ahead","Bin","percent","1.5","2",0.037
"HHS Region 1","3 wk ahead","Bin","percent","2","2.5",0.037
"HHS Region 1","3 wk ahead","Bin","percent","2.5","3",0.037
"HHS Region 1","3 wk ahead","Bin","percent","3","3.5",0.037
"HHS Region 1","3 wk ahead","Bin","percent","3.5","4",0.037
"HHS Region 1","3 wk ahead","Bin","percent","4","4.5",0.037
"HHS Region 1","3 wk ahead","Bin","percent","4.5","5",0.037
"HHS Region 1","3 wk ahead","Bin","percent","5","5.5",0.037
"HHS Region 1","3 wk ahead","Bin","percent","5.5","6",0.037
"HHS Region 1","3 wk ahead","Bin","percent","6","6.5",0.037
"HHS Region 1","3 wk ahead","Bin","percent","6.5","7",0.037
"HHS Region 1","3 wk ahead","Bin","percent","7","7.5",0.037
"HHS Region 1","3 wk ahead","Bin","percent","7.5","8",0.037
"HHS Region 1","3 wk ahead","Bin","percent","8","8.5",0.037
"HHS Region 1","3 wk ahead","Bin","percent","8.5","9",0.037
"HHS Region 1","3 wk ahead","Bin","percent","9","9.5",0.037
"HHS Region 1","3 wk ahead","Bin","percent","9.5","10",0.037
"HHS Region 1","3 wk ahead","Bin","percent","10","10.5",0.037
"HHS Region 1","3 wk ahead","Bin","percent","10.5","11",0.037
"HHS Region 1","3 wk ahead","Bin","percent","11","11.5",0.037
"HHS Region 1","3 wk ahead","Bin","percent","11.5","12",0.037
"HHS Region 1","3 wk ahead","Bin","percent","12","12.5",0.037
"HHS Region 1","3 wk ahead","Bin","percent","12.5","13",0.037
"HHS Region 1","3 wk ahead","Bin","percent","13","100",0.038
"HHS Region 1","4 wk ahead","Point","percent",NA,NA,NA
"HHS Region 1","4 wk ahead","Bin","percent","0","0.5",0.037
"HHS Region 1","4 wk ahead","Bin","percent","0.5","1",0.037
"HHS Region 1","4 wk ahead","Bin","percent","1","1.5",0.037
"HHS Region 1","4 wk ahead","Bin","percent","1.5","2",0.037
"HHS Region 1","4 wk ahead","Bin","percent","2","2.5",0.037
