Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,51
US National,Season onset,Bin,week,40,41,0.0151715711231036
US National,Season onset,Bin,week,41,42,0.0124223602484472
US National,Season onset,Bin,week,42,43,0.00560024437429997
US National,Season onset,Bin,week,43,44,0.00274921087465635
US National,Season onset,Bin,week,44,45,0.00560024437429997
US National,Season onset,Bin,week,45,46,0.0142551674982181
US National,Season onset,Bin,week,46,47,0.0263720598717035
US National,Season onset,Bin,week,47,48,0.0423582119947052
US National,Season onset,Bin,week,48,49,0.0676102229915487
US National,Season onset,Bin,week,49,50,0.0911312493636086
US National,Season onset,Bin,week,50,51,0.120354342734956
US National,Season onset,Bin,week,51,52,0.133183993483352
US National,Season onset,Bin,week,52,53,0.122492617859688
US National,Season onset,Bin,week,1,2,0.0769779044903778
US National,Season onset,Bin,week,2,3,0.0451074228693616
US National,Season onset,Bin,week,3,4,0.0379798391202525
US National,Season onset,Bin,week,4,5,0.0423582119947052
US National,Season onset,Bin,week,5,6,0.0353324508705834
US National,Season onset,Bin,week,6,7,0.0282048671214744
US National,Season onset,Bin,week,7,8,0.020568170247429
US National,Season onset,Bin,week,8,9,0.0173098462478363
US National,Season onset,Bin,week,9,10,0.0163934426229508
US National,Season onset,Bin,week,10,11,0.0115059566235618
US National,Season onset,Bin,week,11,12,0.00661847062417269
US National,Season onset,Bin,week,12,13,0.00122187149984727
US National,Season onset,Bin,week,13,14,0.000203645249974544
US National,Season onset,Bin,week,14,15,0.000203645249974544
US National,Season onset,Bin,week,15,16,0.000101822624987272
US National,Season onset,Bin,week,16,17,0.000101822624987272
US National,Season onset,Bin,week,17,18,0.000101822624987272
US National,Season onset,Bin,week,18,19,0.000101822624987272
US National,Season onset,Bin,week,19,20,0.000101822624987272
US National,Season onset,Bin,week,20,21,0.000101822624987272
US National,Season onset,Bin,week,none,none,0.000101822624987272
US National,Season peak week,Point,week,NA,NA,5
US National,Season peak week,Bin,week,40,41,0.00683554483313229
US National,Season peak week,Bin,week,41,42,0.00844390832328106
US National,Season peak week,Bin,week,42,43,0.00924809006835545
US National,Season peak week,Bin,week,43,44,0.00763972657820667
US National,Season peak week,Bin,week,44,45,0.0062324085243265
US National,Season peak week,Bin,week,45,46,0.00392038600723764
US National,Season peak week,Bin,week,46,47,0.00492561318858062
US National,Season peak week,Bin,week,47,48,0.00784077201447527
US National,Season peak week,Bin,week,48,49,0.0139726578206675
US National,Season peak week,Bin,week,49,50,0.0282468837957378
US National,Season peak week,Bin,week,50,51,0.0374949738640933
US National,Season peak week,Bin,week,51,52,0.0513671089666265
US National,Season peak week,Bin,week,52,53,0.0557901085645356
US National,Season peak week,Bin,week,1,2,0.0614193807800563
US National,Season peak week,Bin,week,2,3,0.0573984720546844
US National,Season peak week,Bin,week,3,4,0.0610172899075191
US National,Season peak week,Bin,week,4,5,0.0712706071572175
US National,Season peak week,Bin,week,5,6,0.0792119018898271
US National,Season peak week,Bin,week,6,7,0.0848411741053478
US National,Season peak week,Bin,week,7,8,0.0800160836349015
US National,Season peak week,Bin,week,8,9,0.0739847205468436
US National,Season peak week,Bin,week,9,10,0.0621230398069964
US National,Season peak week,Bin,week,10,11,0.0475472456775231
US National,Season peak week,Bin,week,11,12,0.0311620426216325
US National,Season peak week,Bin,week,12,13,0.0204061117812626
US National,Season peak week,Bin,week,13,14,0.013470044229996
US National,Season peak week,Bin,week,14,15,0.00713711298753518
US National,Season peak week,Bin,week,15,16,0.00422195416164053
US National,Season peak week,Bin,week,16,17,0.00160836349014877
US National,Season peak week,Bin,week,17,18,0.00060313630880579
US National,Season peak week,Bin,week,18,19,0.000301568154402895
US National,Season peak week,Bin,week,19,20,0.000100522718134298
US National,Season peak week,Bin,week,20,21,0.000201045436268597
US National,Season peak percentage,Point,percent,NA,NA,4.7
US National,Season peak percentage,Bin,percent,0,0.1,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.1,0.2,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.2,0.3,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.3,0.4,9.87069390978186e-05
US National,Season peak percentage,Bin,percent,0.4,0.5,0.00128319020827164
US National,Season peak percentage,Bin,percent,0.5,0.6,0.00740302043233639
US National,Season peak percentage,Bin,percent,0.6,0.7,0.0143125061691837
