Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,50.1199778927778
US National,Season onset,Bin,week,40,41,7.55423583314942e-06
US National,Season onset,Bin,week,41,42,7.55423580444333e-06
US National,Season onset,Bin,week,42,43,7.55423611416698e-06
US National,Season onset,Bin,week,43,44,7.55423767789375e-06
US National,Season onset,Bin,week,44,45,7.55427348497107e-06
US National,Season onset,Bin,week,45,46,7.55535374067813e-06
US National,Season onset,Bin,week,46,47,7.57334793014835e-06
US National,Season onset,Bin,week,47,48,1.10140756707094e-05
US National,Season onset,Bin,week,48,49,1.23889465706197e-05
US National,Season onset,Bin,week,49,50,0.00655707659957188
US National,Season onset,Bin,week,50,51,0.864410467750961
US National,Season onset,Bin,week,51,52,0.00983561489935782
US National,Season onset,Bin,week,52,53,0.0112386552485689
US National,Season onset,Bin,week,1,2,0.00847792357272359
US National,Season onset,Bin,week,2,3,0.00863932678619327
US National,Season onset,Bin,week,3,4,0.00852432679806182
US National,Season onset,Bin,week,4,5,0.0135843879769332
US National,Season onset,Bin,week,5,6,0.0077845747521841
US National,Season onset,Bin,week,6,7,0.00641330690773442
US National,Season onset,Bin,week,7,8,0.0036712492405817
US National,Season onset,Bin,week,8,9,0.00250469382956721
US National,Season onset,Bin,week,9,10,0.00343028367228817
US National,Season onset,Bin,week,10,11,0.00228982528397356
US National,Season onset,Bin,week,11,12,0.000545881389490008
US National,Season onset,Bin,week,12,13,0.000300025264117089
US National,Season onset,Bin,week,13,14,0.000459183728306526
US National,Season onset,Bin,week,14,15,0.000143529816185797
US National,Season onset,Bin,week,15,16,0.000393339108940743
US National,Season onset,Bin,week,16,17,0.000124987691575978
US National,Season onset,Bin,week,17,18,0.000168252648998888
US National,Season onset,Bin,week,18,19,7.55423571379247e-06
US National,Season onset,Bin,week,19,20,7.55423571379247e-06
US National,Season onset,Bin,week,20,21,7.55423571379247e-06
US National,Season onset,Bin,week,none,none,0.0404041213837166
