Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,50
US National,Season onset,Bin,week,40,41,2.84889428615314e-05
US National,Season onset,Bin,week,41,42,2.848894276182e-05
US National,Season onset,Bin,week,42,43,2.84889438928311e-05
US National,Season onset,Bin,week,43,44,2.84889489638628e-05
US National,Season onset,Bin,week,44,45,2.84890592160699e-05
US National,Season onset,Bin,week,45,46,2.84931302859405e-05
US National,Season onset,Bin,week,46,47,2.85692812290062e-05
US National,Season onset,Bin,week,47,48,2.95943133769686e-05
US National,Season onset,Bin,week,48,49,3.03492703508708e-05
US National,Season onset,Bin,week,49,50,0.0256685371126768
US National,Season onset,Bin,week,50,51,0.932817174548427
US National,Season onset,Bin,week,51,52,0.0391722958156833
US National,Season onset,Bin,week,52,53,2.84889424114061e-05
US National,Season onset,Bin,week,1,2,2.84889424114061e-05
US National,Season onset,Bin,week,2,3,2.84889424114061e-05
US National,Season onset,Bin,week,3,4,2.84889424114061e-05
US National,Season onset,Bin,week,4,5,2.84889424114061e-05
US National,Season onset,Bin,week,5,6,2.84889424114061e-05
US National,Season onset,Bin,week,6,7,2.84889424114061e-05
US National,Season onset,Bin,week,7,8,2.84889424114061e-05
US National,Season onset,Bin,week,8,9,0.000487160915235044
US National,Season onset,Bin,week,9,10,0.000467218655547058
US National,Season onset,Bin,week,10,11,0.000378902934071701
US National,Season onset,Bin,week,11,12,0.000185178125674139
US National,Season onset,Bin,week,12,13,7.97690387519369e-05
US National,Season onset,Bin,week,13,14,2.84889424114061e-05
US National,Season onset,Bin,week,14,15,2.84889424114061e-05
US National,Season onset,Bin,week,15,16,2.84889424114061e-05
US National,Season onset,Bin,week,16,17,2.84889424114061e-05
US National,Season onset,Bin,week,17,18,2.84889424114061e-05
US National,Season onset,Bin,week,18,19,2.84889424114061e-05
US National,Season onset,Bin,week,19,20,2.84889424114061e-05
US National,Season onset,Bin,week,20,21,2.84889424114061e-05
US National,Season onset,Bin,week,none,none,2.84889424114061e-05
US National,Season peak week,Point,week,NA,NA,6
US National,Season peak week,Bin,week,40,41,3.58660058002858e-05
US National,Season peak week,Bin,week,41,42,3.58660058002858e-05
US National,Season peak week,Bin,week,42,43,3.58660058002863e-05
US National,Season peak week,Bin,week,43,44,3.58660058002874e-05
US National,Season peak week,Bin,week,44,45,3.58660058002903e-05
US National,Season peak week,Bin,week,45,46,3.58660058002928e-05
US National,Season peak week,Bin,week,46,47,3.58660058003033e-05
US National,Season peak week,Bin,week,47,48,3.58660058004866e-05
US National,Season peak week,Bin,week,48,49,3.58660058004369e-05
US National,Season peak week,Bin,week,49,50,3.586600580188e-05
US National,Season peak week,Bin,week,50,51,3.58660058164536e-05
US National,Season peak week,Bin,week,51,52,3.58660106662602e-05
US National,Season peak week,Bin,week,52,53,3.5867496939642e-05
US National,Season peak week,Bin,week,1,2,3.58662566074605e-05
US National,Season peak week,Bin,week,2,3,3.58662637057769e-05
US National,Season peak week,Bin,week,3,4,3.58755718905786e-05
US National,Season peak week,Bin,week,4,5,3.60267885175712e-05
US National,Season peak week,Bin,week,5,6,0.000150747404731017
US National,Season peak week,Bin,week,6,7,0.628409273815384
US National,Season peak week,Bin,week,7,8,0.000826410159247856
US National,Season peak week,Bin,week,8,9,0.0776171635516427
US National,Season peak week,Bin,week,9,10,0.0987835689340311
US National,Season peak week,Bin,week,10,11,0.115071577220869
US National,Season peak week,Bin,week,11,12,0.0420446639457586
US National,Season peak week,Bin,week,12,13,0.0199744603897056
US National,Season peak week,Bin,week,13,14,0.00994293266643289
US National,Season peak week,Bin,week,14,15,0.00277816561703371
US National,Season peak week,Bin,week,15,16,0.00166355046074078
US National,Season peak week,Bin,week,16,17,0.00103789701433756
US National,Season peak week,Bin,week,17,18,0.000355891081518774
US National,Season peak week,Bin,week,18,19,0.000488279198783595
US National,Season peak week,Bin,week,19,20,0.000173792076033267
US National,Season peak week,Bin,week,20,21,7.1732011600571e-05
US National,Season peak percentage,Point,percent,NA,NA,5.2
US National,Season peak percentage,Bin,percent,0,0.1,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,0.1,0.2,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,0.2,0.3,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,0.3,0.4,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,0.4,0.5,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,0.5,0.6,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,0.6,0.7,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,0.7,0.8,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,0.8,0.9,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,0.9,1,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,1,1.1,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,1.1,1.2,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,1.2,1.3,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,1.3,1.4,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,1.4,1.5,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,1.5,1.6,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,1.6,1.7,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,1.7,1.8,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,1.8,1.9,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,1.9,2,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,2,2.1,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,2.1,2.2,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,2.2,2.3,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,2.3,2.4,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,2.4,2.5,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,2.5,2.6,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,2.6,2.7,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,2.7,2.8,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,2.8,2.9,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,2.9,3,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,3,3.1,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,3.1,3.2,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,3.2,3.3,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,3.3,3.4,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,3.4,3.5,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,3.5,3.6,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,3.6,3.7,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,3.7,3.8,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,3.8,3.9,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,3.9,4,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,4,4.1,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,4.1,4.2,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,4.2,4.3,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,4.3,4.4,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,4.4,4.5,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,4.5,4.6,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,4.6,4.7,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,4.7,4.8,6.11742534406674e-05
US National,Season peak percentage,Bin,percent,4.8,4.9,0.000269460351555451
US National,Season peak percentage,Bin,percent,4.9,5,0.000577974346507425
US National,Season peak percentage,Bin,percent,5,5.1,0.00159787149987023
US National,Season peak percentage,Bin,percent,5.1,5.2,0.00385397796676206
US National,Season peak percentage,Bin,percent,5.2,5.3,0.512421545512638
US National,Season peak percentage,Bin,percent,5.3,5.4,0.0229236064687278
US National,Season peak percentage,Bin,percent,5.4,5.5,0.0265612281917542
US National,Season peak percentage,Bin,percent,5.5,5.6,0.0280048711871312
US National,Season peak percentage,Bin,percent,5.6,5.7,0.0254312032567533
US National,Season peak percentage,Bin,percent,5.7,5.8,0.0215589043447785
US National,Season peak percentage,Bin,percent,5.8,5.9,0.0206466898398659
US National,Season peak percentage,Bin,percent,5.9,6,0.0191010344273669
US National,Season peak percentage,Bin,percent,6,6.1,0.0190355421581256
US National,Season peak percentage,Bin,percent,6.1,6.2,0.0192626743566464
US National,Season peak percentage,Bin,percent,6.2,6.3,0.0161551129659058
US National,Season peak percentage,Bin,percent,6.3,6.4,0.0159293990419397
US National,Season peak percentage,Bin,percent,6.4,6.5,0.0125244153984604
US National,Season peak percentage,Bin,percent,6.5,6.6,0.0117133662314047
US National,Season peak percentage,Bin,percent,6.6,6.7,0.0100010452545947
US National,Season peak percentage,Bin,percent,6.7,6.8,0.0112319085734626
US National,Season peak percentage,Bin,percent,6.8,6.9,0.013167680202874
US National,Season peak percentage,Bin,percent,6.9,7,0.0107223541074017
US National,Season peak percentage,Bin,percent,7,7.1,0.0105784268874302
US National,Season peak percentage,Bin,percent,7.1,7.2,0.0111107959657282
US National,Season peak percentage,Bin,percent,7.2,7.3,0.0119876676714989
US National,Season peak percentage,Bin,percent,7.3,7.4,0.010306914439343
US National,Season peak percentage,Bin,percent,7.4,7.5,0.0103276026809757
US National,Season peak percentage,Bin,percent,7.5,7.6,0.00971435044590112
US National,Season peak percentage,Bin,percent,7.6,7.7,0.0105058887200632
US National,Season peak percentage,Bin,percent,7.7,7.8,0.0110113838136286
US National,Season peak percentage,Bin,percent,7.8,7.9,0.00956443293399822
US National,Season peak percentage,Bin,percent,7.9,8,0.00864616958674631
US National,Season peak percentage,Bin,percent,8,8.1,0.00806112074411952
US National,Season peak percentage,Bin,percent,8.1,8.2,0.00642771912894465
US National,Season peak percentage,Bin,percent,8.2,8.3,0.00520566749290162
US National,Season peak percentage,Bin,percent,8.3,8.4,0.00475013479782666
US National,Season peak percentage,Bin,percent,8.4,8.5,0.00402432763626639
US National,Season peak percentage,Bin,percent,8.5,8.6,0.00305011159859255
US National,Season peak percentage,Bin,percent,8.6,8.7,0.00299612014403811
US National,Season peak percentage,Bin,percent,8.7,8.8,0.00285537698332037
US National,Season peak percentage,Bin,percent,8.8,8.9,0.00239700773913621
US National,Season peak percentage,Bin,percent,8.9,9,0.0023016549595321
US National,Season peak percentage,Bin,percent,9,9.1,0.00278701993099348
US National,Season peak percentage,Bin,percent,9.1,9.2,0.00201875036354202
US National,Season peak percentage,Bin,percent,9.2,9.3,0.000955821383837417
US National,Season peak percentage,Bin,percent,9.3,9.4,0.00168991242512543
US National,Season peak percentage,Bin,percent,9.4,9.5,0.00187343518544743
US National,Season peak percentage,Bin,percent,9.5,9.6,0.00110113656193201
US National,Season peak percentage,Bin,percent,9.6,9.7,0.00165170484289802
US National,Season peak percentage,Bin,percent,9.7,9.8,0.00154459724703083
US National,Season peak percentage,Bin,percent,9.8,9.9,0.00134583357569468
US National,Season peak percentage,Bin,percent,9.9,10,0.00103996230849134
US National,Season peak percentage,Bin,percent,10,10.1,0.00134583357569468
US National,Season peak percentage,Bin,percent,10.1,10.2,0.00116231081537268
US National,Season peak percentage,Bin,percent,10.2,10.3,0.00103996230849134
US National,Season peak percentage,Bin,percent,10.3,10.4,0.000795265294728676
US National,Season peak percentage,Bin,percent,10.4,10.5,0.000489394027525339
US National,Season peak percentage,Bin,percent,10.5,10.6,0.000672916787847339
US National,Season peak percentage,Bin,percent,10.6,10.7,0.000856439548169342
US National,Season peak percentage,Bin,percent,10.7,10.8,0.000672916787847339
US National,Season peak percentage,Bin,percent,10.8,10.9,0.000489394027525339
US National,Season peak percentage,Bin,percent,10.9,11,0.000611742534406674
US National,Season peak percentage,Bin,percent,11,11.1,0.000305871267203337
US National,Season peak percentage,Bin,percent,11.1,11.2,0.000305871267203337
US National,Season peak percentage,Bin,percent,11.2,11.3,0.000183522760322002
US National,Season peak percentage,Bin,percent,11.3,11.4,0.000550568280966005
US National,Season peak percentage,Bin,percent,11.4,11.5,0.000305871267203337
US National,Season peak percentage,Bin,percent,11.5,11.6,0.000122348506881335
US National,Season peak percentage,Bin,percent,11.6,11.7,0.000367045520644005
US National,Season peak percentage,Bin,percent,11.7,11.8,0.000244697013762669
