Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,50
US National,Season onset,Bin,week,40,41,2.66729135614994e-05
US National,Season onset,Bin,week,41,42,2.66729162234561e-05
US National,Season onset,Bin,week,42,43,2.66729144363709e-05
US National,Season onset,Bin,week,43,44,2.66729181972517e-05
US National,Season onset,Bin,week,44,45,2.66730624977117e-05
US National,Season onset,Bin,week,45,46,2.66763272622788e-05
US National,Season onset,Bin,week,46,47,2.67323937256768e-05
US National,Season onset,Bin,week,47,48,3.75554616861926e-05
US National,Season onset,Bin,week,48,49,4.387694209786e-05
US National,Season onset,Bin,week,49,50,0.0245924259053051
US National,Season onset,Bin,week,50,51,0.932606740968868
US National,Season onset,Bin,week,51,52,0.0373420783811575
US National,Season onset,Bin,week,52,53,2.66729131293982e-05
US National,Season onset,Bin,week,1,2,2.66729131293982e-05
US National,Season onset,Bin,week,2,3,2.66729131293982e-05
US National,Season onset,Bin,week,3,4,2.66729131293982e-05
US National,Season onset,Bin,week,4,5,0.00108825485567944
US National,Season onset,Bin,week,5,6,0.000957557581345396
US National,Season onset,Bin,week,6,7,0.000669490119547895
US National,Season onset,Bin,week,7,8,0.000565465758343242
US National,Season onset,Bin,week,8,9,0.000528123679962085
US National,Season onset,Bin,week,9,10,0.000458774105825649
US National,Season onset,Bin,week,10,11,0.000354749744620996
US National,Season onset,Bin,week,11,12,0.00014670102221169
US National,Season onset,Bin,week,12,13,7.20168654493752e-05
US National,Season onset,Bin,week,13,14,2.93402044423381e-05
US National,Season onset,Bin,week,14,15,2.66729131293982e-05
US National,Season onset,Bin,week,15,16,2.66729131293982e-05
US National,Season onset,Bin,week,16,17,2.66729131293982e-05
US National,Season onset,Bin,week,17,18,2.66729131293982e-05
US National,Season onset,Bin,week,18,19,2.66729131293982e-05
US National,Season onset,Bin,week,19,20,2.66729131293982e-05
US National,Season onset,Bin,week,20,21,2.66729131293982e-05
US National,Season onset,Bin,week,none,none,2.66729131293982e-05
US National,Season peak week,Point,week,NA,NA,5
US National,Season peak week,Bin,week,40,41,1.7180262407812e-05
US National,Season peak week,Bin,week,41,42,1.71802664578056e-05
US National,Season peak week,Bin,week,42,43,1.71802655510907e-05
US National,Season peak week,Bin,week,43,44,1.71802761294324e-05
US National,Season peak week,Bin,week,44,45,1.71802890690111e-05
US National,Season peak week,Bin,week,45,46,1.71803251959371e-05
US National,Season peak week,Bin,week,46,47,1.71803989845931e-05
US National,Season peak week,Bin,week,47,48,1.71840419305379e-05
US National,Season peak week,Bin,week,48,49,1.71830826780104e-05
US National,Season peak week,Bin,week,49,50,1.71908673812143e-05
US National,Season peak week,Bin,week,50,51,1.72892138242383e-05
US National,Season peak week,Bin,week,51,52,5.1802470510069e-05
US National,Season peak week,Bin,week,52,53,0.187547619792941
US National,Season peak week,Bin,week,1,2,0.00171046671167674
US National,Season peak week,Bin,week,2,3,0.00166373640376433
US National,Season peak week,Bin,week,3,4,0.189076662956252
US National,Season peak week,Bin,week,4,5,0.102907324155292
US National,Season peak week,Bin,week,5,6,0.0772866922534681
US National,Season peak week,Bin,week,6,7,0.0944558554404081
US National,Season peak week,Bin,week,7,8,0.0936696257193979
US National,Season peak week,Bin,week,8,9,0.0569073986813449
US National,Season peak week,Bin,week,9,10,0.0567319956592764
US National,Season peak week,Bin,week,10,11,0.0757825154222475
US National,Season peak week,Bin,week,11,12,0.024576065466668
US National,Season peak week,Bin,week,12,13,0.0169599577755054
US National,Season peak week,Bin,week,13,14,0.0103969961509808
US National,Season peak week,Bin,week,14,15,0.00277261509453957
US National,Season peak week,Bin,week,15,16,0.00208811296903661
US National,Season peak week,Bin,week,16,17,0.000721605830409036
US National,Season peak week,Bin,week,17,18,0.000584178705202993
US National,Season peak week,Bin,week,18,19,0.000198174656370442
US National,Season peak week,Bin,week,19,20,0.000284085928939585
US National,Season peak week,Bin,week,20,21,0.0034374024661581
US National,Season peak percentage,Point,percent,NA,NA,4
US National,Season peak percentage,Bin,percent,0,0.1,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,0.1,0.2,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,0.2,0.3,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,0.3,0.4,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,0.4,0.5,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,0.5,0.6,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,0.6,0.7,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,0.7,0.8,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,0.8,0.9,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,0.9,1,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,1,1.1,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,1.1,1.2,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,1.2,1.3,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,1.3,1.4,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,1.4,1.5,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,1.5,1.6,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,1.6,1.7,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,1.7,1.8,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,1.8,1.9,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,1.9,2,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,2,2.1,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,2.1,2.2,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,2.2,2.3,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,2.3,2.4,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,2.4,2.5,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,2.5,2.6,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,2.6,2.7,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,2.7,2.8,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,2.8,2.9,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,2.9,3,3.48376205123942e-05
US National,Season peak percentage,Bin,percent,3,3.1,0.00016772224019487
US National,Season peak percentage,Bin,percent,3.1,3.2,0.000449544655091933
US National,Season peak percentage,Bin,percent,3.2,3.3,0.00114406745762702
US National,Season peak percentage,Bin,percent,3.3,3.4,0.00294726269534855
US National,Season peak percentage,Bin,percent,3.4,3.5,0.27988998021583
US National,Season peak percentage,Bin,percent,3.5,3.6,0.0406624080777519
US National,Season peak percentage,Bin,percent,3.6,3.7,0.0429095301521417
US National,Season peak percentage,Bin,percent,3.7,3.8,0.0365677657031738
US National,Season peak percentage,Bin,percent,3.8,3.9,0.0359246415051752
US National,Season peak percentage,Bin,percent,3.9,4,0.0313625539519299
US National,Season peak percentage,Bin,percent,4,4.1,0.0281143297173741
US National,Season peak percentage,Bin,percent,4.1,4.2,0.0250989945042233
US National,Season peak percentage,Bin,percent,4.2,4.3,0.0263604379069889
US National,Season peak percentage,Bin,percent,4.3,4.4,0.0276870934349404
US National,Season peak percentage,Bin,percent,4.4,4.5,0.0256574368934137
US National,Season peak percentage,Bin,percent,4.5,4.6,0.0245532975882863
US National,Season peak percentage,Bin,percent,4.6,4.7,0.0232002102827037
US National,Season peak percentage,Bin,percent,4.7,4.8,0.0219090546996406
US National,Season peak percentage,Bin,percent,4.8,4.9,0.0181571295001855
US National,Season peak percentage,Bin,percent,4.9,5,0.0153294896568558
US National,Season peak percentage,Bin,percent,5,5.1,0.0128726947352094
US National,Season peak percentage,Bin,percent,5.1,5.2,0.014604160611586
US National,Season peak percentage,Bin,percent,5.2,5.3,0.0109521936400657
US National,Season peak percentage,Bin,percent,5.3,5.4,0.0131217278688775
US National,Season peak percentage,Bin,percent,5.4,5.5,0.0126869483028634
US National,Season peak percentage,Bin,percent,5.5,5.6,0.0121541483149414
US National,Season peak percentage,Bin,percent,5.6,5.7,0.0112046866454071
US National,Season peak percentage,Bin,percent,5.7,5.8,0.0120565247963633
