Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,51
US National,Season onset,Bin,week,40,41,0.0164370832423273
US National,Season onset,Bin,week,41,42,0.0112253251411015
US National,Season onset,Bin,week,42,43,0.00531198421855699
US National,Season onset,Bin,week,43,44,0.00320723575460045
US National,Season onset,Bin,week,44,45,0.00661492374386342
US National,Season onset,Bin,week,45,46,0.0128992074580107
US National,Season onset,Bin,week,46,47,0.0245847270755947
US National,Season onset,Bin,week,47,48,0.0442668907969304
US National,Season onset,Bin,week,48,49,0.0680452350189102
US National,Season onset,Bin,week,49,50,0.092925468726612
US National,Season onset,Bin,week,50,51,0.11373043425516
US National,Season onset,Bin,week,51,52,0.138317750918287
US National,Season onset,Bin,week,52,53,0.118197180006174
US National,Season onset,Bin,week,1,2,0.0834466986898801
US National,Season onset,Bin,week,2,3,0.0461319464456095
US National,Season onset,Bin,week,3,4,0.0350694826364285
US National,Season onset,Bin,week,4,5,0.0402096450928811
US National,Season onset,Bin,week,5,6,0.0332259248749372
US National,Season onset,Bin,week,6,7,0.0286870037447384
US National,Season onset,Bin,week,7,8,0.0223171324760863
US National,Season onset,Bin,week,8,9,0.0169803172254254
US National,Season onset,Bin,week,9,10,0.0166753930835983
US National,Season onset,Bin,week,10,11,0.0134680855608397
US National,Season onset,Bin,week,11,12,0.00453137746319166
US National,Season onset,Bin,week,12,13,0.00112170474732088
US National,Season onset,Bin,week,13,14,0.000624940985676114
US National,Season onset,Bin,week,14,15,0.000221881487544989
US National,Season onset,Bin,week,15,16,0.000129238671489684
US National,Season onset,Bin,week,16,17,0.000119500341407658
US National,Season onset,Bin,week,17,18,0.000114128836337188
US National,Season onset,Bin,week,18,19,0.000100226117331264
US National,Season onset,Bin,week,19,20,0.000100226117331264
US National,Season onset,Bin,week,20,21,0.000100226117331264
US National,Season onset,Bin,week,none,none,0.000861472928482981
US National,Season peak week,Point,week,NA,NA,52
US National,Season peak week,Bin,week,40,41,5.73732942762892e-05
US National,Season peak week,Bin,week,41,42,7.88882796298976e-05
US National,Season peak week,Bin,week,42,43,7.47901871815913e-05
US National,Season peak week,Bin,week,43,44,8.19618489661275e-05
US National,Season peak week,Bin,week,44,45,7.59673881501279e-05
US National,Season peak week,Bin,week,45,46,5.97058850910112e-05
US National,Season peak week,Bin,week,46,47,0.000620023955788468
US National,Season peak week,Bin,week,47,48,0.00325945617824309
US National,Season peak week,Bin,week,48,49,0.00064469789078638
US National,Season peak week,Bin,week,49,50,0.00516284468963051
US National,Season peak week,Bin,week,50,51,0.0257509660378961
US National,Season peak week,Bin,week,51,52,0.28820195393595
US National,Season peak week,Bin,week,52,53,0.205994189809393
US National,Season peak week,Bin,week,1,2,0.00486588823465535
US National,Season peak week,Bin,week,2,3,0.0164001008627789
US National,Season peak week,Bin,week,3,4,0.0408873399830344
US National,Season peak week,Bin,week,4,5,0.0395353723380745
US National,Season peak week,Bin,week,5,6,0.0322225087933267
US National,Season peak week,Bin,week,6,7,0.061192356464625
US National,Season peak week,Bin,week,7,8,0.06704896279549
US National,Season peak week,Bin,week,8,9,0.0292598105672019
US National,Season peak week,Bin,week,9,10,0.0458287522370941
US National,Season peak week,Bin,week,10,11,0.0728384456201642
US National,Season peak week,Bin,week,11,12,0.0243679585431378
US National,Season peak week,Bin,week,12,13,0.0149607533181245
US National,Season peak week,Bin,week,13,14,0.0102000917758013
US National,Season peak week,Bin,week,14,15,0.00207723327179736
US National,Season peak week,Bin,week,15,16,0.00202027505375021
US National,Season peak week,Bin,week,16,17,0.00161919801623432
US National,Season peak week,Bin,week,17,18,0.00190476447627689
US National,Season peak week,Bin,week,18,19,0.000964098488108046
US National,Season peak week,Bin,week,19,20,0.00107228406103592
US National,Season peak week,Bin,week,20,21,0.000670985718306281
US National,Season peak percentage,Point,percent,NA,NA,4.6
US National,Season peak percentage,Bin,percent,0,0.1,6.28453652203044e-06
US National,Season peak percentage,Bin,percent,0.1,0.2,6.28453652203044e-06
US National,Season peak percentage,Bin,percent,0.2,0.3,6.28453652203044e-06
US National,Season peak percentage,Bin,percent,0.3,0.4,6.28453652203044e-06
US National,Season peak percentage,Bin,percent,0.4,0.5,8.79835113084261e-05
US National,Season peak percentage,Bin,percent,0.5,0.6,0.000408494873931978
US National,Season peak percentage,Bin,percent,0.6,0.7,0.000904973259172384
US National,Season peak percentage,Bin,percent,0.7,0.8,0.00082955882090802
US National,Season peak percentage,Bin,percent,0.8,0.9,0.000490193848718374
US National,Season peak percentage,Bin,percent,0.9,1,0.000238812387837157
US National,Season peak percentage,Bin,percent,1,1.1,7.5414438264365e-05
US National,Season peak percentage,Bin,percent,1.1,1.2,4.3991755654213e-05
US National,Season peak percentage,Bin,percent,1.2,1.3,1.88536095660913e-05
US National,Season peak percentage,Bin,percent,1.3,1.4,6.28453652203044e-06
US National,Season peak percentage,Bin,percent,1.4,1.5,0.000622311887847923
US National,Season peak percentage,Bin,percent,1.5,1.6,0.00125204858627655
US National,Season peak percentage,Bin,percent,1.6,1.7,0.00169679956072344
US National,Season peak percentage,Bin,percent,1.7,1.8,0.00264514288643284
US National,Season peak percentage,Bin,percent,1.8,1.9,0.00453491008954868
US National,Season peak percentage,Bin,percent,1.9,2,0.00692322887256812
US National,Season peak percentage,Bin,percent,2,2.1,0.00870337304441435
US National,Season peak percentage,Bin,percent,2.1,2.2,0.00763805930956042
US National,Season peak percentage,Bin,percent,2.2,2.3,0.010286700450875
US National,Season peak percentage,Bin,percent,2.3,2.4,0.0112545836722384
US National,Season peak percentage,Bin,percent,2.4,2.5,0.0140104124312938
US National,Season peak percentage,Bin,percent,2.5,2.6,0.0170051302684016
US National,Season peak percentage,Bin,percent,2.6,2.7,0.0156178925751954
US National,Season peak percentage,Bin,percent,2.7,2.8,0.0189069351238851
US National,Season peak percentage,Bin,percent,2.8,2.9,0.0202951435180939
US National,Season peak percentage,Bin,percent,2.9,3,0.0166503959763735
US National,Season peak percentage,Bin,percent,3,3.1,0.0165456184562532
US National,Season peak percentage,Bin,percent,3.1,3.2,0.0157129100054201
US National,Season peak percentage,Bin,percent,3.2,3.3,0.0179079763598873
US National,Season peak percentage,Bin,percent,3.3,3.4,0.0202060567706345
US National,Season peak percentage,Bin,percent,3.4,3.5,0.0203624574679534
US National,Season peak percentage,Bin,percent,3.5,3.6,0.0227488983165192
US National,Season peak percentage,Bin,percent,3.6,3.7,0.0233731141972195
US National,Season peak percentage,Bin,percent,3.7,3.8,0.0231229508143479
US National,Season peak percentage,Bin,percent,3.8,3.9,0.0241780530857356
US National,Season peak percentage,Bin,percent,3.9,4,0.0190128752483271
US National,Season peak percentage,Bin,percent,4,4.1,0.0214843316602604
US National,Season peak percentage,Bin,percent,4.1,4.2,0.020430823650902
US National,Season peak percentage,Bin,percent,4.2,4.3,0.0187632954029294
US National,Season peak percentage,Bin,percent,4.3,4.4,0.0207572830183355
US National,Season peak percentage,Bin,percent,4.4,4.5,0.0210715355315905
US National,Season peak percentage,Bin,percent,4.5,4.6,0.021650659777376
US National,Season peak percentage,Bin,percent,4.6,4.7,0.024335000653866
US National,Season peak percentage,Bin,percent,4.7,4.8,0.0200758974555547
US National,Season peak percentage,Bin,percent,4.8,4.9,0.0226319426150192
US National,Season peak percentage,Bin,percent,4.9,5,0.0210721847797708
US National,Season peak percentage,Bin,percent,5,5.1,0.0195409084800808
US National,Season peak percentage,Bin,percent,5.1,5.2,0.0168467594962788
US National,Season peak percentage,Bin,percent,5.2,5.3,0.017552947415926
US National,Season peak percentage,Bin,percent,5.3,5.4,0.0148912057808909
US National,Season peak percentage,Bin,percent,5.4,5.5,0.0150459865290269
US National,Season peak percentage,Bin,percent,5.5,5.6,0.0138388894198982
US National,Season peak percentage,Bin,percent,5.6,5.7,0.0149316218489576
US National,Season peak percentage,Bin,percent,5.7,5.8,0.0151091310168064
US National,Season peak percentage,Bin,percent,5.8,5.9,0.015792513084035
US National,Season peak percentage,Bin,percent,5.9,6,0.012939021513372
US National,Season peak percentage,Bin,percent,6,6.1,0.0161583513653358
US National,Season peak percentage,Bin,percent,6.1,6.2,0.0137399310975751
US National,Season peak percentage,Bin,percent,6.2,6.3,0.0146407844127485
US National,Season peak percentage,Bin,percent,6.3,6.4,0.0127362193340235
US National,Season peak percentage,Bin,percent,6.4,6.5,0.0130405855647703
US National,Season peak percentage,Bin,percent,6.5,6.6,0.0100893790657021
US National,Season peak percentage,Bin,percent,6.6,6.7,0.0099237783719629
US National,Season peak percentage,Bin,percent,6.7,6.8,0.0095463303678665
US National,Season peak percentage,Bin,percent,6.8,6.9,0.00915175219449139
US National,Season peak percentage,Bin,percent,6.9,7,0.00821608143293051
US National,Season peak percentage,Bin,percent,7,7.1,0.00967361498909129
US National,Season peak percentage,Bin,percent,7.1,7.2,0.00857343206229767
US National,Season peak percentage,Bin,percent,7.2,7.3,0.00842159246121346
US National,Season peak percentage,Bin,percent,7.3,7.4,0.00777358531944744
US National,Season peak percentage,Bin,percent,7.4,7.5,0.00835585769449363
US National,Season peak percentage,Bin,percent,7.5,7.6,0.00766892525558581
US National,Season peak percentage,Bin,percent,7.6,7.7,0.0083460227862924
US National,Season peak percentage,Bin,percent,7.7,7.8,0.00813316475137971
US National,Season peak percentage,Bin,percent,7.8,7.9,0.00761066704499889
US National,Season peak percentage,Bin,percent,7.9,8,0.00810055004915866
US National,Season peak percentage,Bin,percent,8,8.1,0.00691986016718956
US National,Season peak percentage,Bin,percent,8.1,8.2,0.00666465601295905
US National,Season peak percentage,Bin,percent,8.2,8.3,0.00606000571506632
US National,Season peak percentage,Bin,percent,8.3,8.4,0.0073279924510107
US National,Season peak percentage,Bin,percent,8.4,8.5,0.00597093367525146
US National,Season peak percentage,Bin,percent,8.5,8.6,0.0039680965602913
US National,Season peak percentage,Bin,percent,8.6,8.7,0.00403431100213538
US National,Season peak percentage,Bin,percent,8.7,8.8,0.0042518079372337
US National,Season peak percentage,Bin,percent,8.8,8.9,0.00318188136059285
US National,Season peak percentage,Bin,percent,8.9,9,0.00253734678655507
US National,Season peak percentage,Bin,percent,9,9.1,0.00198981442519058
US National,Season peak percentage,Bin,percent,9.1,9.2,0.00173177261501278
US National,Season peak percentage,Bin,percent,9.2,9.3,0.00210967423583467
US National,Season peak percentage,Bin,percent,9.3,9.4,0.00160899734447043
US National,Season peak percentage,Bin,percent,9.4,9.5,0.00163236030471896
US National,Season peak percentage,Bin,percent,9.5,9.6,0.000908990470240806
US National,Season peak percentage,Bin,percent,9.6,9.7,0.00136973133990776
US National,Season peak percentage,Bin,percent,9.7,9.8,0.000551588095321412
US National,Season peak percentage,Bin,percent,9.8,9.9,0.000650365493834305
US National,Season peak percentage,Bin,percent,9.9,10,0.000480229391013974
US National,Season peak percentage,Bin,percent,10,10.1,0.00052016541271126
US National,Season peak percentage,Bin,percent,10.1,10.2,0.00048423337941867
US National,Season peak percentage,Bin,percent,10.2,10.3,0.000182756921416624
US National,Season peak percentage,Bin,percent,10.3,10.4,0.000210175615622081
US National,Season peak percentage,Bin,percent,10.4,10.5,9.02640594257604e-05
US National,Season peak percentage,Bin,percent,10.5,10.6,0.000268965246885457
US National,Season peak percentage,Bin,percent,10.6,10.7,0.000241546552680001
US National,Season peak percentage,Bin,percent,10.7,10.8,4.51320297128803e-05
US National,Season peak percentage,Bin,percent,10.8,10.9,0.000181616647357957
US National,Season peak percentage,Bin,percent,10.9,11,0.000136484617645077
US National,Season peak percentage,Bin,percent,11,11.1,0.000123915544601016
US National,Season peak percentage,Bin,percent,11.1,11.2,0.000136484617645077
US National,Season peak percentage,Bin,percent,11.2,11.3,3.77072191321826e-05
US National,Season peak percentage,Bin,percent,11.3,11.4,2.6278420146789e-05
US National,Season peak percentage,Bin,percent,11.4,11.5,2.51381460881217e-05
US National,Season peak percentage,Bin,percent,11.5,11.6,3.88474931908499e-05
US National,Season peak percentage,Bin,percent,11.6,11.7,3.14226826101522e-05
US National,Season peak percentage,Bin,percent,11.7,11.8,3.25629566688194e-05
US National,Season peak percentage,Bin,percent,11.8,11.9,1.88536095660913e-05
US National,Season peak percentage,Bin,percent,11.9,12,1.25690730440609e-05
US National,Season peak percentage,Bin,percent,12,12.1,3.25629566688194e-05
US National,Season peak percentage,Bin,percent,12.1,12.2,2.51381460881217e-05
US National,Season peak percentage,Bin,percent,12.2,12.3,1.88536095660913e-05
US National,Season peak percentage,Bin,percent,12.3,12.4,2.51381460881217e-05
US National,Season peak percentage,Bin,percent,12.4,12.5,1.88536095660913e-05
US National,Season peak percentage,Bin,percent,12.5,12.6,1.37093471027281e-05
US National,Season peak percentage,Bin,percent,12.6,12.7,6.28453652203044e-06
US National,Season peak percentage,Bin,percent,12.7,12.8,6.28453652203044e-06
US National,Season peak percentage,Bin,percent,12.8,12.9,1.88536095660913e-05
US National,Season peak percentage,Bin,percent,12.9,13,6.28453652203044e-06
US National,Season peak percentage,Bin,percent,13,100,2.6278420146789e-05
US National,1 wk ahead,Point,percent,NA,NA,1.4
US National,1 wk ahead,Bin,percent,0,0.1,1.39332920335022e-07
