"Location","Target","Type","Unit","Bin_start_incl","Bin_end_notincl","Value"
"US National","Season onset","Point","week",NA,NA,50
"US National","Season onset","Bin","week","40","41",0
"US National","Season onset","Bin","week","41","42",0
"US National","Season onset","Bin","week","42","43",0
"US National","Season onset","Bin","week","43","44",0
"US National","Season onset","Bin","week","44","45",0
"US National","Season onset","Bin","week","45","46",0
"US National","Season onset","Bin","week","46","47",0
"US National","Season onset","Bin","week","47","48",0
"US National","Season onset","Bin","week","48","49",0
"US National","Season onset","Bin","week","49","50",0
"US National","Season onset","Bin","week","50","51",0.9827
"US National","Season onset","Bin","week","51","52",0
"US National","Season onset","Bin","week","52","53",0
"US National","Season onset","Bin","week","1","2",5e-04
"US National","Season onset","Bin","week","2","3",0.0016
"US National","Season onset","Bin","week","3","4",0.0021
"US National","Season onset","Bin","week","4","5",9e-04
"US National","Season onset","Bin","week","5","6",0.000999999999999999
"US National","Season onset","Bin","week","6","7",0.000999999999999999
"US National","Season onset","Bin","week","7","8",0.000699999999999999
"US National","Season onset","Bin","week","8","9",3e-04
"US National","Season onset","Bin","week","9","10",9e-04
"US National","Season onset","Bin","week","10","11",5e-04
"US National","Season onset","Bin","week","11","12",0
"US National","Season onset","Bin","week","12","13",9.99999999999999e-05
"US National","Season onset","Bin","week","13","14",0
"US National","Season onset","Bin","week","14","15",0
"US National","Season onset","Bin","week","15","16",0
"US National","Season onset","Bin","week","16","17",0
"US National","Season onset","Bin","week","17","18",0
"US National","Season onset","Bin","week","18","19",0
"US National","Season onset","Bin","week","19","20",0
"US National","Season onset","Bin","week","20","21",0
"US National","Season onset","Bin","week","none","none",0.0077
"US National","Season peak week","Point","week",NA,NA,3
"US National","Season peak week","Bin","week","40","41",0
"US National","Season peak week","Bin","week","41","42",0
"US National","Season peak week","Bin","week","42","43",0
"US National","Season peak week","Bin","week","43","44",0
"US National","Season peak week","Bin","week","44","45",0
"US National","Season peak week","Bin","week","45","46",0
"US National","Season peak week","Bin","week","46","47",0
"US National","Season peak week","Bin","week","47","48",0
"US National","Season peak week","Bin","week","48","49",0
"US National","Season peak week","Bin","week","49","50",0
"US National","Season peak week","Bin","week","50","51",0
"US National","Season peak week","Bin","week","51","52",0.237794080445232
"US National","Season peak week","Bin","week","52","53",0.196896871574332
"US National","Season peak week","Bin","week","1","2",0.00725187621215954
"US National","Season peak week","Bin","week","2","3",0.018045366388397
"US National","Season peak week","Bin","week","3","4",0.0445231469769795
"US National","Season peak week","Bin","week","4","5",0.0468842229530315
"US National","Season peak week","Bin","week","5","6",0.038451808752846
"US National","Season peak week","Bin","week","6","7",0.0637490513534025
"US National","Season peak week","Bin","week","7","8",0.0793490176237457
"US National","Season peak week","Bin","week","8","9",0.0363437052027996
"US National","Season peak week","Bin","week","9","10",0.0569187958512523
"US National","Season peak week","Bin","week","10","11",0.0999241082721984
"US National","Season peak week","Bin","week","11","12",0.0313685808246901
"US National","Season peak week","Bin","week","12","13",0.0211653596424656
"US National","Season peak week","Bin","week","13","14",0.0119740281642634
"US National","Season peak week","Bin","week","14","15",0.00227675183405009
"US National","Season peak week","Bin","week","15","16",0.00160215869803525
"US National","Season peak week","Bin","week","16","17",0.00101188970402226
"US National","Season peak week","Bin","week","17","18",0.00160215869803525
"US National","Season peak week","Bin","week","18","19",0.00109621384602412
"US National","Season peak week","Bin","week","19","20",0.000927565562020407
"US National","Season peak week","Bin","week","20","21",0.000843241420018552
"US National","Season peak percentage","Point","percent",NA,NA,3.3
"US National","Season peak percentage","Bin","percent","0","0.1",0
"US National","Season peak percentage","Bin","percent","0.1","0.2",0
"US National","Season peak percentage","Bin","percent","0.2","0.3",0
"US National","Season peak percentage","Bin","percent","0.3","0.4",0
"US National","Season peak percentage","Bin","percent","0.4","0.5",0
"US National","Season peak percentage","Bin","percent","0.5","0.6",0
"US National","Season peak percentage","Bin","percent","0.6","0.7",0
"US National","Season peak percentage","Bin","percent","0.7","0.8",0
"US National","Season peak percentage","Bin","percent","0.8","0.9",0
"US National","Season peak percentage","Bin","percent","0.9","1",0
